,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type
368,51615315,Rawalpindi,,5.0,6.0,1.0,2.0,2.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12854.14,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
369,52035087,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1906.0,16789.09,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
370,51556271,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,6.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,22961.06,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
371,51038037,,2.0,1.0,1.0,0.0,1.0,1.0,0.54, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,653.0,8269.53,C Junction Commercial,Punjab,Bahria Town Rawalpindi,
372,51058036,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12854.14,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
373,50799734,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,5.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,19838.35,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
374,51766559,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12490.82,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
375,51760077,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,17313.75,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
376,51759957,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15980.9,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
377,51750760,Rawalpindi,1.0,4.0,4.0,1.0,2.0,1.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14165.79,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
378,51750350,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,3.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,17051.42,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
379,51738761,Rawalpindi,2.0,5.0,5.0,1.0,1.0,1.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14327.7,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
380,52004402,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12329.49,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
381,51960297,Rawalpindi,3.0,6.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,11756.06,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
382,52025059,Rawalpindi,,2.0,3.0,0.0,1.0,0.0,0.85, For Sale,"Lalazar 2, Rawalpindi, Punjab, ",Undefined,1361.0,6245.41,Lalazar 2,Punjab,Lalazar 2,Houses
383,51950165,Rawalpindi,2.0,,,,,,1.9, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1634.0,11627.91,Snober City,Punjab,Adiala Road,Houses
384,51860444,Rawalpindi,2.0,7.0,7.0,1.0,3.0,2.0,3.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,18100.73,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
385,51859898,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2586.0,14887.86,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
386,52036812,Rawalpindi,3.0,5.0,6.0,1.0,2.0,2.0,9.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,17906.34,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
387,52079211,Rawalpindi,4.0,7.0,8.0,2.0,3.0,0.0,1.7, For Sale,"High Court Road, Rawalpindi, Punjab, ",Relatively New,1361.0,12490.82,High Court Road,Punjab,High Court Road,Houses
388,50429455,Rawalpindi,1.0,3.0,4.0,1.0,2.0,1.0,1.36, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,9992.65,Airport Housing Society ,Punjab,Airport Housing Society,Houses
389,51321232,Rawalpindi,3.0,4.0,6.0,1.0,2.0,1.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Moderately Old,1361.0,12123.44,Airport Housing Society ,Punjab,Airport Housing Society,Houses
390,52093168,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,20205.73,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
391,52076158,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,11.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,21487.6,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
392,48498267,Rawalpindi,2.0,7.0,7.0,0.0,2.0,1.0,2.7, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,12396.69,Airport Housing Society ,Punjab,Airport Housing Society,Houses
393,48497951,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.0, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.08,Airport Housing Society ,Punjab,Airport Housing Society,Houses
394,50663971,Rawalpindi,2.0,3.0,4.0,0.0,1.0,0.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,10097.92,Airport Housing Society ,Punjab,Airport Housing Society,Houses
395,50946698,Rawalpindi,1.0,3.0,3.0,1.0,1.0,1.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1089.0,11019.28,Airport Housing Society ,Punjab,Airport Housing Society,Houses
396,51738525,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,12998.02,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
397,51724949,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14327.7,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
398,51724182,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14144.01,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
399,50725057,Rawalpindi,,3.0,4.0,0.0,2.0,0.0,1.37, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Undefined,1361.0,10066.13,Airport Housing Society ,Punjab,Airport Housing Society,Houses
400,52017178,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,7.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,14508.72,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
401,52035399,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,3.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,13960.32,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
402,52035401,Rawalpindi,,3.0,4.0,1.0,1.0,0.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,14327.7,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
403,52035400,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,11804.83,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
404,51159003,Rawalpindi,2.0,4.0,5.0,1.0,2.0,1.0,2.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,17747.86,Airport Housing Society,Punjab,Airport Housing Society,Houses
405,52064432,Rawalpindi,,,,,,,1.05, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,7714.92,Snober City,Punjab,Adiala Road,Houses
406,51882418,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,3.4, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,12490.82,Gulshan Abad Sector 2,Punjab,Gulshan Abad,Houses
407,51659631,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,19150.05,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
408,51992202,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1906.0,19150.05,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
409,52026075,,,2.0,2.0,1.0,1.0,0.0,1.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1443.0,10395.01,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,
410,48720538,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,11.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21487.6,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
411,50946603,Rawalpindi,2.0,3.0,3.0,0.0,1.0,0.0,1.5, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,11021.31,Airport Housing Society ,Punjab,Airport Housing Society,Houses
412,50945896,Rawalpindi,,6.0,8.0,0.0,2.0,0.0,2.85, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,13085.4,Airport Housing Society ,Punjab,Airport Housing Society,Houses
413,50945460,Rawalpindi,2.0,4.0,4.0,2.0,2.0,1.0,1.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13960.32,Airport Housing Society ,Punjab,Airport Housing Society,Houses
414,50945287,Rawalpindi,,4.0,6.0,0.0,2.0,0.0,2.3, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,14075.89,Airport Housing Society ,Punjab,Airport Housing Society,Houses
415,50945181,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.0, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.08,Airport Housing Society ,Punjab,Airport Housing Society,Houses
416,51711725,Rawalpindi,3.0,4.0,4.0,1.0,1.0,1.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,14998.47,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
417,51710722,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17266.72,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
418,51644172,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17634.09,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
419,51641482,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12858.19,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
420,51641317,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12490.82,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
421,51628477,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13776.63,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
422,51613451,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,13774.1,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
423,51611943,Rawalpindi,4.0,7.0,8.0,0.0,3.0,0.0,8.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5990.0,14691.15,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
424,49268631,Rawalpindi,2.0,3.0,3.0,1.0,1.0,1.0,1.35, For Sale,"Misryal Road, Rawalpindi, Punjab, ",Undefined,1361.0,9919.18,Misryal Road,Punjab,Misryal Road,Houses
425,49257231,Rawalpindi,2.0,5.0,6.0,1.0,2.0,2.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14165.79,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
426,51942504,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,10230.85,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
427,51893365,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14327.7,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
428,52062636,Rawalpindi,,,,,,,2.3, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Undefined,1906.0,12067.16,Gulshan Abad Sector 3,Punjab,Gulshan Abad,Houses
429,52031180,Rawalpindi,3.0,5.0,6.0,1.0,1.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,20205.73,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
430,52081457,,5.0,2.0,2.0,1.0,1.0,2.0,1.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1198.0,9181.97,Bahria Town ,Punjab,Bahria Town Rawalpindi,
431,52060042,Rawalpindi,,4.0,4.0,1.0,2.0,1.0,1.35, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,9919.18,Snober City,Punjab,Adiala Road,Houses
432,51875645,Rawalpindi,1.0,6.0,7.0,0.0,2.0,1.0,2.8, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,2722.0,10286.55,Adiala Road,Punjab,Adiala Road,Houses
433,51664708,,1.0,2.0,2.0,1.0,1.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1933.0,8535.95,Bahria Square Commercial,Punjab,Bahria Town Rawalpindi,
434,51993083,,1.0,3.0,4.0,1.0,2.0,1.0,4.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4029.0,10920.82,River Loft,Punjab,Bahria Town Rawalpindi,
435,51967013,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,8.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,15610.65,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
436,50945132,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,1.75, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,12858.19,Airport Housing Society ,Punjab,Airport Housing Society,Houses
437,50921182,Rawalpindi,1.0,2.0,2.0,0.0,1.0,0.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,8817.05,Airport Housing Society ,Punjab,Airport Housing Society,Houses
438,50947009,Rawalpindi,2.0,3.0,4.0,1.0,1.0,1.0,1.55, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,11388.68,Airport Housing Society ,Punjab,Airport Housing Society,Houses
439,51609194,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,14998.47,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
440,51608110,Rawalpindi,3.0,5.0,5.0,1.0,3.0,0.0,4.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14695.08,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
441,51697119,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.99, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14658.34,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
442,51711531,Rawalpindi,1.0,3.0,4.0,1.0,2.0,1.0,2.05, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,15062.45,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
443,51940454,Rawalpindi,2.0,4.0,4.0,1.0,2.0,2.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,10230.85,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
444,51952084,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.69, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14113.33,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
445,51952088,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13641.13,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
446,51642201,Rawalpindi,,4.0,5.0,0.0,1.0,0.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13592.95,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
447,52079767,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,6.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,22961.06,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
448,46553236,,,5.0,5.0,1.0,2.0,1.0,1.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1035.0,12077.29,Bahria Heights 1,Punjab,Bahria Town Rawalpindi,
449,51571063,Rawalpindi,,3.0,4.0,1.0,2.0,1.0,11.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,4628.0,23768.37,Bahria Town ,Punjab,Bahria Town Rawalpindi,Houses
450,43841758,Rawalpindi,,5.0,6.0,1.0,1.0,1.0,11.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,21946.74,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
451,52069339,Rawalpindi,3.0,2.0,3.0,0.0,1.0,0.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20205.73,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
452,43639626,Rawalpindi,4.0,5.0,5.0,3.0,2.0,2.0,26.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,6534.0,39791.86,Bahria Intellectual Village,Punjab,Bahria Town Rawalpindi,Houses
453,51585087,Rawalpindi,,5.0,5.0,1.0,2.0,0.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,16531.96,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
454,52009829,Rawalpindi,1.0,4.0,6.0,0.0,2.0,0.0,1.5, For Sale,Gulshan,Relatively New,1361.0,11021.31,Gulshan,Punjab,Gulshan,Houses
455,52074405,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,6.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,22593.68,Bahria Town Phase 5,Punjab,Bahria Town Rawalpindi,Houses
456,52000342,,,2.0,2.0,0.0,1.0,0.0,1.55, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1198.0,12938.23,Bahria Spring North,Punjab,Bahria Town Rawalpindi,
457,51973506,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,11.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21120.29,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
458,52010278,Rawalpindi,,6.0,7.0,1.0,2.0,1.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,9256.0,19446.85,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
459,51836440,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.3, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,14075.89,Airport Housing Society ,Punjab,Airport Housing Society,Houses
460,51836505,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.3, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,14075.89,Airport Housing Society ,Punjab,Airport Housing Society,Houses
461,51614651,,,1.0,1.0,0.0,1.0,1.0,1.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,980.0,12244.9,Bahria Heights 6,Punjab,Bahria Town Rawalpindi,
462,51665874,Rawalpindi,,5.0,6.0,2.0,2.0,1.0,3.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12858.19,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
463,52108504,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,5.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,3539.0,14975.98,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
464,52108464,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15613.52,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
465,45401820,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,9.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,18181.82,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
466,51512705,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,11.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21671.26,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
467,51963012,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,2.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12591.82,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
468,51962942,,,2.0,2.0,1.0,1.0,1.0,0.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1089.0,8264.46,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,
469,51936338,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,2.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,12067.16,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
470,51691115,Rawalpindi,,3.0,4.0,0.0,1.0,0.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13592.95,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
471,52067234,Rawalpindi,,5.0,7.0,1.0,2.0,1.0,8.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,15886.13,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
472,52054442,Rawalpindi,1.0,3.0,3.0,0.0,2.0,0.0,2.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,18368.85,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
473,52009750,Rawalpindi,1.0,5.0,6.0,0.0,2.0,1.0,2.2, For Sale,"Dhamyal Road, Rawalpindi, Punjab, ",Relatively New,1634.0,13463.89,Dhamyal Road,Punjab,Dhamyal Road,Houses
474,52071923,,2.0,1.0,1.0,0.0,1.0,0.0,1.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,762.0,14435.7,River Hills,Punjab,Bahria Town Rawalpindi,
475,52081930,Rawalpindi,,,,,,,4.99, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,18332.11,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
476,52078411,Rawalpindi,,,,,,,6.9, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",Undefined,5445.0,12672.18,Gulraiz Housing Society Phase 2,Punjab,Gulraiz Housing Scheme,Houses
477,51707054,,,,,,,,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1933.0,8535.95,Bahria Square Commercial,Punjab,Bahria Town Rawalpindi,
478,52074769,Rawalpindi,,6.0,6.0,1.0,1.0,0.0,11.5, For Sale,"Shifa Cooperative Housing Society, Rawalpindi, Punjab, ",Relatively New,5445.0,21120.29,Shifa Cooperative Housing Society,Punjab,Shifa Cooperative Housing Society,Houses
479,52074768,Rawalpindi,,,,,,,3.5,,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,,,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
480,51798041,Rawalpindi,,,,,,,1.4, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Undefined,1361.0,10286.55,Airport Housing Society ,Punjab,Airport Housing Society,Houses
481,52066612,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,18185.16,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
482,51939913,Rawalpindi,4.0,6.0,7.0,1.0,2.0,1.0,4.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,3812.0,12460.65,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
