,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type
1173,52057225,Lahore,60.0,7.0,8.0,2.0,3.0,0.0,39.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,35812.67,DHA Phase 6 ,Punjab,DHA Defence,Houses
1174,52139999,Lahore,,,,,,,1.85, For Sale,Gul,Undefined,1361.0,13592.95,Gul,Punjab,Gul,Houses
1175,52044287,Lahore,1.0,2.0,2.0,1.0,2.0,1.0,0.65, For Sale,"Al Haram Garden, Lahore, Punjab, ",Relatively New,817.0,7955.94,Al Ahmad Haram Garden,Punjab,Al Haram Garden,Houses
1176,52051204,Lahore,,5.0,6.0,0.0,2.0,0.0,3.5,,"Park View City, Lahore, Punjab, ",Relatively New,,,Park View City,Punjab,Park View City,Houses
1177,52000629,Lahore,1.0,4.0,5.0,1.0,2.0,1.0,1.6,,"Park View City, Lahore, Punjab, ",Relatively New,,,Park View City,Punjab,Park View City,Houses
1178,51873367,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12653.81,DHA Phase 7 ,Punjab,DHA Defence,Houses
1179,52041763,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.15, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,1361.0,15797.21,DHA 9 Town,Punjab,DHA Defence,Houses
1180,50030876,Lahore,,5.0,6.0,2.0,2.0,1.0,7.51, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13792.47,DHA Phase 7 ,Punjab,DHA Defence,Houses
1181,51265234,Lahore,,3.0,5.0,1.0,2.0,1.0,1.8, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,13225.57,Bahria Orchard,Punjab,Bahria Orchard,Houses
1182,49977248,,,1.0,1.0,1.0,1.0,1.0,0.29, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,327.0,8868.5,Bahria Orchard Phase 2,Punjab,Bahria Orchard,
1183,49975378,,,2.0,2.0,0.0,1.0,1.0,0.5, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1089.0,4591.37,Bahria Orchard,Punjab,Bahria Orchard,
1184,52081817,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,6.35, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11662.08,DHA Phase 7,Punjab,DHA Defence,Houses
1185,52077449,Lahore,,3.0,4.0,0.0,2.0,0.0,1.15,,"Park View City, Lahore, Punjab, ",Undefined,,,Park View City,Punjab,Park View City,Houses
1186,52139919,Lahore,,5.0,6.0,0.0,2.0,0.0,4.9, For Sale,"Tariq Gardens, Lahore, Punjab, ",Undefined,3267.0,14998.47,Tariq Gardens ,Punjab,Tariq Gardens,Houses
1187,52077521,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,16164.58,Park View City ,Punjab,Park View City,Houses
1188,52077270,Lahore,1.0,4.0,4.0,1.0,2.0,0.0,2.1, For Sale,"Park View City, Lahore, Punjab, ",Under Construction,1361.0,15429.83,Park View City ,Punjab,Park View City,Houses
1189,51987215,Lahore,,,,,,,10.25, For Sale,"Wapda Town, Lahore, Punjab, ",Undefined,5445.0,18824.61,Wapda Town Phase 1,Punjab,Wapda Town,Houses
1190,52123415,Lahore,,,,,,,9.25, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,16988.06,DHA Phase 7 ,Punjab,DHA Defence,Houses
1191,52082141,Lahore,,,,,,,10.35, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,19008.26,DHA Phase 6 ,Punjab,DHA Defence,Houses
1192,49723075,Lahore,4.0,3.0,4.0,1.0,2.0,1.0,2.6, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,9551.8,Formanites Housing Scheme,Punjab,Formanites Housing Scheme,Houses
1193,51439273,Lahore,3.0,7.0,7.0,1.0,21.0,2.0,3.1, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,11388.68,Formanites Housing Scheme,Punjab,Formanites Housing Scheme,Houses
1194,51960563,Lahore,,5.0,6.0,0.0,2.0,0.0,1.95, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Undefined,1361.0,14327.7,Formanities Housing Scheme ,Punjab,Formanites Housing Scheme,Houses
1195,52040762,Lahore,,,,,,,2.05, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Undefined,1361.0,15062.45,Formanites Housing Scheme ,Punjab,Formanites Housing Scheme,Houses
1196,51991021,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.2, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16164.58,DHA Phase 6,Punjab,DHA Defence,Houses
1197,52065188,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,2.29, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16825.86,DHA 9 Town ,Punjab,DHA Defence,Houses
1198,50369185,,,,,,,,16.5, For Sale,"Shalimar Town, Lahore, Punjab, ",Undefined,8712.0,18939.39,Shalimar Town,Punjab,Shalimar Town,
1199,52136496,Lahore,,2.0,2.0,0.0,1.0,0.0,4.3, For Sale,"Paragon City, Lahore, Punjab, ",Undefined,2722.0,15797.21,Paragon City,Punjab,Paragon City,Houses
1200,52062779,Lahore,,0.0,0.0,0.0,0.0,0.0,2.99, For Sale,"Johar Town, Lahore, Punjab, ",Undefined,1361.0,21969.14,Johar Town,Punjab,Johar Town,Houses
1201,51730532,,,3.0,3.0,1.0,1.0,1.0,2.33, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,8559.88,Askari 11 ,Punjab,Askari,
1202,51483407,Lahore,1.0,4.0,4.0,2.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,16164.58,Park View City,Punjab,Park View City,Houses
1203,50606786,,,,,,,,6.1, For Sale,"Gulberg, Lahore, Punjab, ",Undefined,2559.0,23837.44,Oyster Court Luxury Residences,Punjab,Gulberg,
1204,52091217,Lahore,,,,,,,5.25, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,2722.0,19287.29,Lake City ,Punjab,Raiwind Road,Houses
1205,52122625,Lahore,,,,,,,2.95, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,2722.0,10837.62,Bahria Town ,Punjab,Bahria Town,Houses
1206,52127712,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,3.8, For Sale,"UET Housing Society, Lahore, Punjab, ",Under Construction,2722.0,13960.32,UET Housing Society ,Punjab,UET Housing Society,Houses
1207,50083085,Lahore,,6.0,7.0,3.0,2.0,2.0,16.0, For Sale,"DHA Defence, Lahore, Punjab, ",Old Property,10890.0,14692.38,DHA Phase 3 ,Punjab,DHA Defence,Houses
1208,47755274,Lahore,10.0,2.0,6.0,1.0,3.0,1.0,28.0, For Sale,"Model Town, Lahore, Punjab, ",Old Property,23958.0,11687.12,Model Town ,Punjab,Model Town,Houses
1209,51717639,Lahore,,3.0,4.0,1.0,2.0,0.0,2.5, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,18368.85,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar,Houses
1210,51079206,Lahore,,6.0,5.0,2.0,2.0,3.0,1.85, For Sale,"Township, Lahore, Punjab, ",New Property,1361.0,13592.95,Township,Punjab,Township,Houses
1211,49186552,Lahore,4.0,5.0,6.0,1.0,2.0,1.0,7.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14233.24,DHA Phase 3,Punjab,DHA Defence,Houses
1212,51867260,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,5.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,4084.0,13344.76,DHA Phase 6 ,Punjab,DHA Defence,Houses
1213,47201834,Lahore,1.0,5.0,5.0,0.0,2.0,0.0,1.85, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,13592.95,Jubilee Town ,Punjab,Jubilee Town,Houses
1214,46333032,Lahore,1.0,5.0,5.0,1.0,2.0,1.0,1.87, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,1361.0,13739.9,Jubilee Town ,Punjab,Jubilee Town,Houses
1215,52031046,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,7.86, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14435.26,DHA Phase 6,Punjab,DHA Defence,Houses
1216,52052744,Lahore,,6.0,0.0,1.0,2.0,1.0,5.8, For Sale,"Raiwind Road, Lahore, Punjab, ",Relatively New,2722.0,21307.86,Lake City ,Punjab,Raiwind Road,Houses
1217,52068931,Lahore,,5.0,0.0,1.0,2.0,1.0,9.9, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Under Construction,5445.0,18181.82,Valencia ,Punjab,Valencia Housing Society,Houses
1218,52102539,Lahore,,3.0,4.0,0.0,1.0,0.0,2.35, For Sale,"Johar Town, Lahore, Punjab, ",Undefined,1361.0,17266.72,Johar Town Phase 1,Punjab,Johar Town,Houses
1219,52123263,Lahore,1.0,4.0,5.0,1.0,1.0,1.0,2.15, For Sale,"GT Road, Lahore, Punjab, ",Under Construction,1361.0,15797.21,Bismillah Housing Scheme,Punjab,GT Road,Houses
1220,52042611,Lahore,,5.0,6.0,0.0,2.0,0.0,3.19, For Sale,"Canal Garden, Lahore, Punjab, ",Undefined,2722.0,11719.32,Canal Garden,Punjab,Canal Garden,Houses
1221,49145478,Lahore,4.0,5.0,6.0,1.0,2.0,1.0,11.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,21120.29,DHA Phase 6,Punjab,DHA Defence,Houses
1222,52034760,Lahore,,5.0,7.0,1.0,2.0,1.0,4.5, For Sale,"LDA Avenue, Lahore, Punjab, ",Undefined,5445.0,8264.46,LDA Avenue ,Punjab,LDA Avenue,Houses
1223,52129451,Lahore,2.0,5.0,6.0,1.0,3.0,1.0,1.05, For Sale,"Fateh Garh, Lahore, Punjab, ",Under Construction,1089.0,9641.87,Fateh Garh,Punjab,Fateh Garh,Houses
1224,52111594,Lahore,2.0,3.0,4.0,1.0,2.0,1.0,0.65, For Sale,"Shah Khawar Town, Lahore, Punjab, ",Relatively New,817.0,7955.94,Shah Khawar Town,Punjab,Shah Khawar Town,Houses
1225,52129380,Lahore,,,,,,,0.65, For Sale,"Fateh Garh, Lahore, Punjab, ",Undefined,953.0,6820.57,Fateh Garh,Punjab,Fateh Garh,Houses
1226,51968303,Lahore,,,,,,,2.95, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,2722.0,10837.62,Bahria Town ,Punjab,Bahria Town,Houses
1227,51866802,Lahore,,,,,,,2.95, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Undefined,1361.0,21675.24,DHA 11 Rahbar Phase 2 ,Punjab,DHA 11 Rahbar,Houses
1228,52037176,Lahore,2.0,5.0,6.0,0.0,2.0,2.0,3.4, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,12490.82,Formanites Housing Scheme,Punjab,Formanites Housing Scheme,Houses
1229,51726874,Lahore,,3.0,4.0,1.0,2.0,1.0,1.55, For Sale,"Canal Garden, Lahore, Punjab, ",Relatively New,1361.0,11388.68,Canal Gardens ,Punjab,Canal Garden,Houses
1230,52126781,Lahore,4.0,5.0,6.0,1.0,2.0,2.0,7.5, For Sale,"Wapda Town, Lahore, Punjab, ",New Property,5445.0,13774.1,Wapda Town,Punjab,Wapda Town,Houses
1231,51836660,Lahore,1.0,3.0,3.0,1.0,2.0,1.0,2.55, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,18736.22,Paragon City ,Punjab,Paragon City,Houses
1232,52070614,Lahore,1.0,3.0,3.0,1.0,2.0,1.0,2.75, For Sale,"Paragon City, Lahore, Punjab, ",Under Construction,1361.0,20205.73,Paragon City ,Punjab,Paragon City,Houses
1233,47831265,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,7.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14325.07,DHA Phase 7,Punjab,DHA Defence,Houses
1234,51879461,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,2.3, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1634.0,14075.89,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
1235,51928566,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,2.28, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1634.0,13953.49,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
1236,52076895,Lahore,1.0,5.0,6.0,1.0,2.0,0.0,1.88, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1361.0,13813.37,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
1237,52077022,Lahore,1.0,5.0,6.0,1.0,2.0,0.0,2.25, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1634.0,13769.89,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
1238,51089604,Karachi,,2.0,2.0,0.0,2.0,0.0,0.74, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,954.0,7756.81,Bahria Town ,Sindh,Bahria Town Karachi,Flats
1239,52118856,Karachi,,5.0,5.0,1.0,2.0,1.0,3.0, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",New Property,2448.0,12254.9,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1240,50351897,Karachi,,2.0,2.0,0.0,1.0,1.0,1.05, For Sale,"Scheme 33, Karachi, Sindh, ",Under Construction,1233.0,8515.82,Scheme 33,Sindh,Scheme 33,Flats
1241,52118409,Karachi,,3.0,3.0,1.0,1.0,1.0,1.76, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,1800.0,9777.78,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1242,52144273,Karachi,3.0,5.0,6.0,3.0,2.0,2.0,22.45, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,4500.0,49888.89,DHA Phase 8,Sindh,DHA Defence,Houses
1243,52131585,Karachi,1.0,3.0,4.0,0.0,1.0,1.0,3.5, For Sale,"DHA Defence, Karachi, Sindh, ",New Property,1746.0,20045.82,Bukhari Commercial Area,Sindh,DHA Defence,Flats
1244,52079001,Karachi,,4.0,4.0,0.0,0.0,0.0,4.5, For Sale,Gulshan,Undefined,2250.0,20000.0,Sharfabad,Sindh,Gulshan,Flats
1245,52014292,Karachi,,3.0,3.0,1.0,1.0,1.0,2.35, For Sale,"North Nazimabad, Karachi, Sindh, ",Relatively New,2070.0,11352.66,North Nazimabad ,Sindh,North Nazimabad,Lower
1246,51879719,Karachi,2.0,5.0,7.0,1.0,1.0,1.0,10.0, For Sale,"Navy Housing Scheme Karsaz, Karachi, Sindh, ",New Property,3501.0,28563.27,Navy Housing Scheme Karsaz,Sindh,Navy Housing Scheme Karsaz,Flats
1247,52030914,Karachi,1.0,3.0,4.0,1.0,1.0,1.0,3.3, For Sale," Island, Karachi, Sindh, ",New Property,1899.0,17377.57,Bath Island,Sindh, Island,Flats
1248,50045963,Karachi,,3.0,3.0,0.0,1.0,0.0,1.0, For Sale,Gulistan,Relatively New,999.0,10010.01,Gulistan,Sindh,Gulistan,Flats
1249,52091399,Karachi,,3.0,3.0,0.0,1.0,0.0,1.4, For Sale,"Clifton, Karachi, Sindh, ",Undefined,1647.0,8500.3,Clifton ,Sindh,Clifton,Flats
1250,52115983,Karachi,1.0,2.0,2.0,1.0,1.0,1.0,1.15, For Sale,"Clifton, Karachi, Sindh, ",New Property,999.0,11511.51,Clifton ,Sindh,Clifton,Flats
1251,52004353,Karachi,2.0,5.0,6.0,1.0,2.0,1.0,10.5, For Sale,"DHA Defence, Karachi, Sindh, ",Moderately Old,4500.0,23333.33,DHA Phase 5,Sindh,DHA Defence,Houses
1252,52075397,Karachi,,,,,,,0.45, For Sale,"Airport, Karachi, Sindh, ",Undefined,585.0,7692.31,Airport,Sindh,Airport,Flats
1253,51875209,Karachi,,5.0,5.0,1.0,2.0,1.0,6.35, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,4500.0,14111.11,Bahria Hills,Sindh,Bahria Town Karachi,Houses
1254,51977406,Karachi,1.0,3.0,4.0,1.0,1.0,1.0,3.6, For Sale,"Jamshed Town, Karachi, Sindh, ",New Property,1503.0,23952.1,PECHS Block 2,Sindh,Jamshed Town,Flats
1255,51879732,Karachi,3.0,2.0,3.0,1.0,1.0,1.0,14.0, For Sale,"Navy Housing Scheme Karsaz, Karachi, Sindh, ",New Property,3150.0,44444.44,Navy Housing Scheme Karsaz,Sindh,Navy Housing Scheme Karsaz,Houses
1256,52136223,Karachi,,9.0,10.0,0.0,2.0,0.0,11.0, For Sale,Gulistan,Undefined,3600.0,30555.56,Gulistan,Sindh,Gulistan,Houses
1257,51899163,Karachi,,5.0,5.0,1.0,2.0,1.0,19.5,,"DHA Defence, Karachi, Sindh, ",Relatively New,,,DHA Phase 6,Sindh,DHA Defence,Houses
1258,52074321,Karachi,4.0,11.0,11.0,2.0,3.0,0.0,11.5, For Sale,Gulshan,Relatively New,2160.0,53240.74,Gulshan,Sindh,Gulshan,Houses
1259,52041012,Karachi,2.0,3.0,3.0,1.0,1.0,1.0,0.75, For Sale,"Malir, Karachi, Sindh, ",Relatively New,684.0,10964.91,Falaknaz Presidency,Sindh,Malir,Flats
1260,52029270,Karachi,20.0,3.0,3.0,0.0,1.0,1.0,2.15, For Sale,"DHA Defence, Karachi, Sindh, ",New Property,1503.0,14304.72,DHA Phase 6,Sindh,DHA Defence,Flats
1261,51379349,Karachi,2.0,4.0,5.0,1.0,1.0,1.0,7.8, For Sale,"Malir, Karachi, Sindh, ",Relatively New,3150.0,24761.9,Falcon Complex New Malir,Sindh,Malir,Houses
1262,50350911,Karachi,,,,,,,9.5, For Sale," Island, Karachi, Sindh, ",Undefined,2700.0,35185.19,Bath Island,Sindh, Island,Houses
1263,52020553,Karachi,2.0,4.0,4.0,1.0,2.0,1.0,1.85, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,1080.0,17129.63,Gulshan,Sindh,Gadap Town,Houses
1264,51924984,Karachi,,4.0,4.0,0.0,1.0,1.0,5.0, For Sale,"Jamshed Town, Karachi, Sindh, ",Undefined,2250.0,22222.22,PECHS Block 2,Sindh,Jamshed Town,Lower
1265,52093451,Karachi,1.0,4.0,4.0,0.0,1.0,0.0,5.5, For Sale,"Jamshed Town, Karachi, Sindh, ",Relatively New,2403.0,22888.06,PECHS Block 2,Sindh,Jamshed Town,Upper
1266,52095758,Karachi,2.0,2.0,2.0,1.0,1.0,1.0,0.93, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,1125.0,8266.67,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1267,52041718,Karachi,3.0,3.0,4.0,3.0,2.0,1.0,1.15, For Sale,Gulistan,Old Property,1179.0,9754.03,Gulistan,Sindh,Gulistan,Flats
1268,50729956,Karachi,3.0,6.0,4.0,0.0,2.0,0.0,15.0, For Sale,"Jamshed Town, Karachi, Sindh, ",Old Property,5400.0,27777.78,PECHS Block 2,Sindh,Jamshed Town,Houses
1269,50792559,Karachi,1.0,4.0,5.0,2.0,2.0,0.0,7.0, For Sale,"Jamshed Town, Karachi, Sindh, ",Moderately Old,1800.0,38888.89,PECHS Block 2,Sindh,Jamshed Town,Houses
1270,49123333,Karachi,3.0,5.0,5.0,1.0,1.0,1.0,0.9,,"Scheme 33, Karachi, Sindh, ",New Property,,,Quetta Town ,Sindh,Scheme 33,Flats
1271,49698455,Karachi,25.0,2.0,2.0,1.0,1.0,1.0,2.15, For Sale,"Malir, Karachi, Sindh, ",New Property,1350.0,15925.93,Saima Jinnah Avenue,Sindh,Malir,Flats
1272,51204558,Karachi,2.0,4.0,6.0,1.0,1.0,1.0,5.5, For Sale,"Clifton, Karachi, Sindh, ",Relatively New,2799.0,19649.87,Clifton ,Sindh,Clifton,Flats
1273,52087203,Karachi,,6.0,7.0,0.0,2.0,0.0,8.0, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,3600.0,22222.22,Gulshan,Sindh,Gadap Town,Houses
1274,52093454,Karachi,2.0,6.0,7.0,1.0,2.0,1.0,3.25, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,1800.0,18055.56,Gulshan,Sindh,Gadap Town,Houses
1275,52061911,Karachi,1.0,3.0,3.0,1.0,2.0,0.0,7.5, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,5805.0,12919.9,Gulshan,Sindh,Gadap Town,Houses
1276,52125324,Karachi,15.0,4.0,5.0,0.0,2.0,1.0,3.25, For Sale,"North Karachi, Karachi, Sindh, ",Old Property,1080.0,30092.59,North Karachi,Sindh,North Karachi,Houses
1277,51962338,Karachi,4.0,5.0,5.0,1.0,1.0,1.0,8.9, For Sale,"Cantt, Karachi, Sindh, ",New Property,4500.0,19777.78,Askari 5 ,Sindh,Cantt,Houses
1278,51622603,Karachi,,3.0,3.0,0.0,1.0,0.0,3.45, For Sale,"Cantt, Karachi, Sindh, ",Undefined,2403.0,14357.05,Askari 5 ,Sindh,Cantt,Flats
1279,52013288,Karachi,,6.0,6.0,0.0,0.0,0.0,18.5, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,4500.0,41111.11,DHA Phase 6,Sindh,DHA Defence,Houses
1280,52012950,Karachi,,3.0,3.0,0.0,0.0,0.0,3.35, For Sale,"DHA Defence, Karachi, Sindh, ",Under Construction,1575.0,21269.84,Al Ahmad,Sindh,DHA Defence,Flats
1281,50572152,Karachi,3.0,6.0,6.0,0.0,0.0,0.0,8.0, For Sale,Old Ravians Co,Relatively New,3600.0,22222.22,Old Ravians Co,Sindh,Old Ravians Co,Houses
1282,51951905,Karachi,,3.0,3.0,0.0,1.0,0.0,2.3, For Sale,"Jinnah Avenue, Karachi, Sindh, ",Undefined,1629.0,14119.09,Jinnah Avenue,Sindh,Jinnah Avenue,Flats
1283,52067311,Karachi,,3.0,3.0,0.0,1.0,0.0,4.0, For Sale,"Cantt, Karachi, Sindh, ",Undefined,2601.0,15378.7,Askari 5 ,Sindh,Cantt,Flats
1284,52067310,Karachi,,3.0,3.0,0.0,1.0,0.0,4.15, For Sale,"Cantt, Karachi, Sindh, ",Undefined,2601.0,15955.4,Askari 5 ,Sindh,Cantt,Flats
1285,52067313,Karachi,,3.0,3.0,0.0,1.0,0.0,4.8, For Sale,"Cantt, Karachi, Sindh, ",Undefined,3303.0,14532.24,Askari 5 ,Sindh,Cantt,Flats
1286,51877658,Karachi,,3.0,3.0,1.0,1.0,0.0,2.2, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,1800.0,12222.22,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1287,51163939,Karachi,1.0,3.0,3.0,1.0,1.0,1.0,4.05, For Sale,"Cantt, Karachi, Sindh, ",Relatively New,2700.0,15000.0,Askari 5 ,Sindh,Cantt,Flats
1288,52115873,Karachi,,5.0,5.0,1.0,2.0,1.0,3.3, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,2448.0,13480.39,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1289,52067692,Karachi,1.0,6.0,7.0,1.0,1.0,2.0,40.0,,"DHA Defence, Karachi, Sindh, ",Relatively New,,,DHA Phase 7,Sindh,DHA Defence,Houses
1290,52098914,Karachi,4.0,8.0,0.0,2.0,2.0,3.0,15.0, For Sale,"Naya Nazimabad, Karachi, Sindh, ",Relatively New,3600.0,41666.67,Naya Nazimabad,Sindh,Naya Nazimabad,Houses
1291,52009731,Karachi,,2.0,2.0,0.0,1.0,1.0,0.75, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,954.0,7861.64,Bahria Apartments,Sindh,Bahria Town Karachi,Flats
1292,52068082,Karachi,2.0,5.0,5.0,1.0,1.0,1.0,7.83, For Sale,"Cantt, Karachi, Sindh, ",Relatively New,3375.0,23200.0,Askari 5 ,Sindh,Cantt,Houses
1293,52134301,Karachi,1.0,2.0,3.0,1.0,1.0,1.0,0.9, For Sale,"Scheme 33, Karachi, Sindh, ",Under Construction,999.0,9009.01,Scheme 33,Sindh,Scheme 33,Flats
1294,52134275,Karachi,1.0,3.0,3.0,1.0,1.0,1.0,0.9, For Sale,"Scheme 33, Karachi, Sindh, ",Under Construction,999.0,9009.01,Sector 25,Sindh,Scheme 33,Flats
1295,47447024,Karachi,,6.0,6.0,0.0,2.0,0.0,33.0,,"DHA Defence, Karachi, Sindh, ",Undefined,,,DHA Phase 8,Sindh,DHA Defence,Houses
1296,52062974,Karachi,1.0,2.0,2.0,0.0,1.0,0.0,2.0, For Sale,"North Karachi, Karachi, Sindh, ",Relatively New,1080.0,18518.52,North Karachi ,Sindh,North Karachi,Houses
1297,52057775,Karachi,2.0,5.0,6.0,1.0,2.0,1.0,3.5, For Sale,"Naya Nazimabad, Karachi, Sindh, ",Relatively New,1440.0,24305.56,Naya Nazimabad ,Sindh,Naya Nazimabad,Houses
1298,52055155,Karachi,,5.0,6.0,0.0,0.0,0.0,15.0,,"DHA Defence, Karachi, Sindh, ",Undefined,,,DHA Phase 6,Sindh,DHA Defence,Houses
1299,51894777,Karachi,2.0,6.0,7.0,1.0,1.0,1.0,2.8, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,2448.0,11437.91,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1300,52010592,Karachi,,1.0,1.0,1.0,1.0,1.0,0.5,,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,,,Bahria Town Karachi,Sindh,Bahria Town Karachi,Flats
1301,48689613,Karachi,1.0,2.0,3.0,1.0,1.0,1.0,3.1, For Sale,"Clifton, Karachi, Sindh, ",Relatively New,1251.0,24780.18,Clifton ,Sindh,Clifton,Flats
1302,48689608,Karachi,,3.0,1.0,1.0,1.0,1.0,4.75, For Sale,"Clifton, Karachi, Sindh, ",Undefined,2097.0,22651.41,Clifton ,Sindh,Clifton,Flats
1303,52133707,Karachi,,3.0,3.0,1.0,2.0,1.0,2.0, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,2115.0,9456.26,Bahria Sports City,Sindh,Bahria Town Karachi,Houses
1304,51877668,Karachi,1.0,2.0,2.0,0.0,1.0,2.0,1.33, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Old Property,1368.0,9722.22,Bahria Town ,Sindh,Bahria Town Karachi,Houses
1305,45138560,Karachi,2.0,5.0,5.0,1.0,2.0,1.0,6.0, For Sale,"Cantt, Karachi, Sindh, ",Relatively New,3375.0,17777.78,Askari 6,Sindh,Cantt,Houses
1306,44838384,Karachi,2.0,5.0,1.0,1.0,1.0,1.0,6.2, For Sale,"Cantt, Karachi, Sindh, ",Relatively New,3375.0,18370.37,Askari 6,Sindh,Cantt,Houses
1307,52093386,Karachi,1.0,4.0,4.0,1.0,1.0,1.0,4.9, For Sale,"Jamshed Town, Karachi, Sindh, ",Relatively New,2700.0,18148.15,PECHS Block 2,Sindh,Jamshed Town,Upper
1308,49854957,Karachi,,3.0,4.0,1.0,1.0,1.0,4.0,,"DHA Defence, Karachi, Sindh, ",Undefined,,,HMR Waterfront,Sindh,DHA Defence,Flats
