Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type
692,51234115,Lahore,,5.0,6.0,1.0,2.0,1.0,4.15, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,15246.0,Bahria Town ,Punjab,Bahria Town,Houses
693,51682814,,,1.0,1.0,1.0,1.0,0.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,599.0,10851.0,Bahria Town ,Punjab,Bahria Town,
694,51178108,Lahore,1.0,3.0,4.0,3.0,2.0,1.0,2.3, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1634.0,14076.0,Paragon City ,Punjab,Paragon City,Houses
695,52116469,Lahore,,3.0,0.0,0.0,0.0,0.0,2.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,18369.0,DHA Phase 6,Punjab,DHA Defence,Houses
696,50812357,Lahore,2.0,5.0,5.0,1.0,1.0,1.0,3.86, For Sale,"Architects Engineers Housing Society, Lahore, Punjab, ",Relatively New,2722.0,14181.0,Architects Engineers Housing Society,Punjab,Architects Engineers Housing Society,Houses
697,52076372,Lahore,,4.0,4.0,0.0,0.0,0.0,1.15, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,8450.0,Bahria Orchard Phase 4 ,Punjab,Bahria Orchard,Houses
698,47768354,Lahore,,5.0,6.0,0.0,2.0,0.0,2.8, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,10287.0,Bahria Town ,Punjab,Bahria Town,Houses
699,51594498,Lahore,3.0,5.0,7.0,1.0,2.0,1.0,2.86, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,10507.0,Bahria Town ,Punjab,Bahria Town,Houses
700,51413646,Lahore,,3.0,4.0,0.0,0.0,0.0,2.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,15797.0,DHA 9 Town,Punjab,DHA Defence,Houses
701,51414285,Lahore,,3.0,4.0,0.0,0.0,0.0,2.07, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,15209.0,DHA 9 Town,Punjab,DHA Defence,Houses
702,51573531,Lahore,,3.0,3.0,0.0,2.0,0.0,1.25, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,9184.0,OLC ,Punjab,Bahria Orchard,Houses
703,51998714,Lahore,,3.0,4.0,1.0,2.0,0.0,2.5, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,9184.0,Bahria Town ,Punjab,Bahria Town,Houses
704,52030656,Lahore,,5.0,5.0,0.0,2.0,0.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13774.0,DHA Phase 4,Punjab,DHA Defence,Houses
706,52053481,Lahore,,3.0,4.0,0.0,2.0,0.0,1.45, For Sale,"Bahria Orchard, Lahore, Punjab, ",Undefined,1361.0,10654.0,Bahria Orchard,Punjab,Bahria Orchard,Houses
707,47863447,Lahore,5.0,7.0,8.0,2.0,2.0,2.0,16.75, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,10890.0,15381.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses
708,52110640,Lahore,,5.0,6.0,1.0,0.0,0.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Undefined,1361.0,12123.0,Al Ahmad,Punjab,GT Road,Houses
709,49303863,,2.0,1.0,1.0,1.0,1.0,1.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,599.0,10851.0,Bahria Town ,Punjab,Bahria Town,
710,52107903,Lahore,,3.0,3.0,1.0,2.0,0.0,1.7, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,1361.0,12491.0,Bahria Town ,Punjab,Bahria Town,Houses
711,52088888,Lahore,4.0,6.0,7.0,1.0,2.0,0.0,18.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,33058.0,DHA Phase 4 ,Punjab,DHA Defence,Houses
712,51808957,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,4.49, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2995.0,14992.0,DHA Phase 6,Punjab,DHA Defence,Houses
713,51706578,Lahore,3.0,4.0,5.0,1.0,2.0,2.0,6.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,24798.0,DHA Phase 5,Punjab,DHA Defence,Houses
718,52116562,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,8.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15978.0,DHA Phase 7,Punjab,DHA Defence,Houses
719,52116555,Lahore,,4.0,5.0,0.0,0.0,0.0,2.85, For Sale,"Raiwind Road, Lahore, Punjab, ",Relatively New,1361.0,20940.0,Etihad Town,Punjab,Raiwind Road,Houses
720,44060459,Lahore,,5.0,7.0,0.0,0.0,0.0,4.98, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,9146.0,Bahria Town ,Punjab,Bahria Town,Houses
721,50130752,Lahore,2.0,6.0,7.0,1.0,2.0,2.0,4.5, For Sale,"Wapda Town, Lahore, Punjab, ",Relatively New,2722.0,16532.0,Wapda Town Phase 1,Punjab,Wapda Town,Houses
722,50130818,Lahore,3.0,6.0,7.0,1.0,2.0,2.0,3.75, For Sale,Nasheman,Relatively New,2722.0,13777.0,Nasheman,Punjab,Nasheman,Houses
723,43804041,Lahore,,3.0,4.0,1.0,0.0,0.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14328.0,DHA 9 Town,Punjab,DHA Defence,Houses
725,51252856,Lahore,4.0,5.0,6.0,2.0,0.0,0.0,6.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11295.0,DHA Phase 7,Punjab,DHA Defence,Houses
726,52040216,Lahore,,4.0,5.0,0.0,1.0,1.0,3.7, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,1906.0,19412.0,DHA Phase 3,Punjab,DHA Defence,Houses
727,52000966,,1.0,2.0,2.0,0.0,1.0,0.0,1.6, For Sale,"Shah Jamal, Lahore, Punjab, ",Relatively New,1280.0,12500.0,Shah Jamal,Punjab,Shah Jamal,
728,51991002,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,2.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,20573.0,DHA Phase 7,Punjab,DHA Defence,Houses
729,52008024,Lahore,,3.0,4.0,1.0,2.0,1.0,25.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,22957.0,DHA Phase 6,Punjab,DHA Defence,Houses
730,51696785,,,1.0,1.0,1.0,1.0,0.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,599.0,10851.0,Bahria Town ,Punjab,Bahria Town,
731,52010156,Lahore,1.0,6.0,6.0,0.0,2.0,1.0,2.3, For Sale,Gulshan,Relatively New,1361.0,16899.0,Gulshan,Punjab,Gulshan,Houses
732,49656374,Lahore,1.0,3.0,5.0,1.0,2.0,1.0,1.5, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,11021.0,Bahria Orchard Phase 2,Punjab,Bahria Orchard,Houses
733,51249207,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,1.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13887.0,DHA 9 Town ,Punjab,DHA Defence,Houses
734,50755769,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,15.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,14463.0,DHA Phase 6 ,Punjab,DHA Defence,Houses
735,51947633,Lahore,,0.0,0.0,0.0,0.0,0.0,3.4, For Sale,"Bahria Town, Lahore, Punjab, ",New Property,3267.0,10407.0,Bahria Town ,Punjab,Bahria Town,Houses
736,50727213,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,4.65, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,8540.0,DHA Phase 7 ,Punjab,DHA Defence,Houses
737,52112132,Lahore,,0.0,0.0,0.0,0.0,0.0,3.8, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,13960.0,Golf View Residencia ,Punjab,Bahria Town,Houses
739,50948636,Lahore,6.0,6.0,6.0,3.0,3.0,2.0,15.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,14601.0,DHA Phase 6,Punjab,DHA Defence,Houses
740,52023909,Lahore,6.0,5.0,5.0,2.0,2.0,2.0,5.5, For Sale,"Inmol Society, Lahore, Punjab, ",Relatively New,5445.0,10101.0,Inmol Employees Society ,Punjab,Inmol Society,Houses
741,52069037,Lahore,1.0,5.0,6.0,0.0,2.0,1.0,3.45, For Sale,"Johar Town, Lahore, Punjab, ",Under Construction,1361.0,25349.0,Johar Town Phase 2,Punjab,Johar Town,Houses
744,52008581,Lahore,,3.0,4.0,1.0,2.0,1.0,1.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13960.0,DHA 9 Town,Punjab,DHA Defence,Houses
746,52005814,Lahore,,5.0,6.0,1.0,2.0,1.0,3.84, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,14107.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses
747,52005993,Lahore,,5.0,6.0,1.0,2.0,1.0,2.4, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,8817.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses
748,52007057,Lahore,,5.0,6.0,1.0,2.0,1.0,2.55, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",New Property,2722.0,9368.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses
749,52013459,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,9.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,17815.0,DHA Phase 5,Punjab,DHA Defence,Houses
752,52114497,Lahore,,4.0,5.0,0.0,2.0,0.0,2.65, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,1361.0,19471.0,Lake City,Punjab,Raiwind Road,Houses
753,51672776,Lahore,,4.0,5.0,0.0,2.0,0.0,2.35, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,1361.0,17267.0,Lake City ,Punjab,Raiwind Road,Houses
754,51195685,Lahore,,5.0,6.0,1.0,2.0,1.0,5.3, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,2722.0,19471.0,Lake City ,Punjab,Raiwind Road,Houses
755,52102734,Lahore,4.0,6.0,7.0,2.0,3.0,2.0,16.0, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,29385.0,DHA Phase 6 ,Punjab,DHA Defence,Houses
756,52032619,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,3.8, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",New Property,2722.0,13960.0,Central Park ,Punjab,Central Park Housing Scheme,Houses
757,51939875,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.0, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,14695.0,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar,Houses
758,52079834,,,3.0,3.0,0.0,1.0,1.0,3.9, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,14328.0,Askari 11 ,Punjab,Askari,
759,52049939,Lahore,,3.0,4.0,0.0,1.0,0.0,2.65, For Sale,"Allama Iqbal Town, Lahore, Punjab, ",Undefined,1361.0,19471.0,Al Ahmadlama Iqbal Town,Punjab,Allama Iqbal Town,Houses
760,49420369,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,8.15, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,5445.0,14968.0,DHA Phase 6,Punjab,DHA Defence,Houses
761,50783513,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12397.0,DHA Phase 7 ,Punjab,DHA Defence,Houses
762,50012106,Lahore,,4.0,5.0,1.0,3.0,3.0,2.3, For Sale,"Johar Town, Lahore, Punjab, ",New Property,1361.0,16899.0,Johar Town Phase 2,Punjab,Johar Town,Houses
763,49068747,Lahore,,4.0,4.0,0.0,0.0,0.0,8.5, For Sale,"OPF Housing Scheme, Lahore, Punjab, ",Undefined,5445.0,15611.0,OPF Housing Scheme,Punjab,OPF Housing Scheme,Houses
764,51946942,,,1.0,1.0,0.0,1.0,1.0,0.7, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,735.0,9524.0,Bahria Town ,Punjab,Bahria Town,
767,51622418,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,7.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13682.0,DHA Phase 6 ,Punjab,DHA Defence,Houses
768,52114122,Lahore,2.0,3.0,4.0,1.0,2.0,1.0,2.75, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Under Construction,1361.0,20206.0,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar,Houses
769,52011802,Lahore,1.0,4.0,5.0,1.0,2.0,1.0,1.95, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,14328.0,Park View City ,Punjab,Park View City,Houses
770,48070719,Lahore,,4.0,5.0,1.0,0.0,0.0,2.55, For Sale,"Shadab Garden, Lahore, Punjab, ",New Property,2722.0,9368.0,Shadab Garden,Punjab,Shadab Garden,Houses
771,51730970,,,3.0,3.0,1.0,1.0,1.0,2.29, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,8413.0,Askari 11 ,Punjab,Askari,
773,51984835,Lahore,3.0,5.0,6.0,2.0,2.0,2.0,5.5, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,3267.0,16835.0,Bahria Town ,Punjab,Bahria Town,Houses
774,51406596,,1.0,1.0,1.0,1.0,1.0,0.0,1.62, For Sale,"Gulberg, Lahore, Punjab, ",Relatively New,817.0,19829.0,Gulberg 3 ,Punjab,Gulberg,
775,51619484,Lahore,2.0,4.0,5.0,1.0,2.0,1.0,4.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,15614.0,DHA Phase 8 ,Punjab,DHA Defence,Houses
776,48361013,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14141.0,DHA Phase 6,Punjab,DHA Defence,Houses
777,51946866,,,1.0,1.0,1.0,1.0,2.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,544.0,11949.0,Bahria Town ,Punjab,Bahria Town,
778,50422729,Lahore,5.0,5.0,5.0,0.0,2.0,0.0,13.0, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,10890.0,11938.0,Bahria Town ,Punjab,Bahria Town,Houses
779,52016922,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13315.0,DHA Phase 4,Punjab,DHA Defence,Houses
780,52016909,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14509.0,DHA Phase 3,Punjab,DHA Defence,Houses
781,52016635,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.4, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,16165.0,DHA Phase 8,Punjab,DHA Defence,Houses
782,52033690,Lahore,1.0,1.0,1.0,2.0,1.0,2.0,1.9, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,13960.0,Park View City,Punjab,Park View City,Houses
783,50968067,,,2.0,2.0,0.0,1.0,0.0,0.72, For Sale,"Defence Road, Lahore, Punjab, ",Relatively New,817.0,8813.0,Defence Road,Punjab,Defence Road,
784,51132327,,,2.0,2.0,1.0,1.0,1.0,0.72, For Sale,"Sukh Chayn Gardens, Lahore, Punjab, ",Relatively New,817.0,8813.0,Sukh Chayn Gardens,Punjab,Sukh Chayn Gardens,
785,51510592,,,2.0,2.0,0.0,1.0,0.0,0.72, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,817.0,8813.0,Palm Villas ,Punjab,Jubilee Town,
786,52113584,Lahore,,4.0,5.0,1.0,1.0,1.0,2.0, For Sale,"Bahria Orchard, Lahore, Punjab, ",Under Construction,1634.0,12240.0,Bahria Orchard Phase 1 ,Punjab,Bahria Orchard,Houses
787,52113214,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.1, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,15430.0,DHA 9 Town,Punjab,DHA Defence,Houses
788,45688509,Lahore,4.0,6.0,7.0,1.0,2.0,2.0,8.25, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,15152.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses
789,51821847,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,3.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,11940.0,DHA Phase 7,Punjab,DHA Defence,Houses
790,52013863,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,4.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,18332.0,DHA Phase 6 ,Punjab,DHA Defence,Houses
791,51924924,,,1.0,1.0,0.0,1.0,0.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",New Property,599.0,10851.0,Bahria Town ,Punjab,Bahria Town,
792,50725944,Lahore,2.0,6.0,7.0,1.0,2.0,2.0,4.6, For Sale,"Airline Housing Society, Lahore, Punjab, ",Relatively New,2722.0,16899.0,Airline Housing Society,Punjab,Airline Housing Society,Houses
793,51524395,Lahore,,6.0,7.0,1.0,2.0,1.0,3.15, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1906.0,16527.0,Bismillah Housing Scheme,Punjab,GT Road,Houses
794,51469306,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.0,Al Ahmad,Punjab,GT Road,Houses
795,52098314,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,2.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,15797.0,DHA 9 Town,Punjab,DHA Defence,Houses
796,52098357,Lahore,4.0,5.0,5.0,0.0,2.0,0.0,6.2, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11387.0,DHA Phase 7,Punjab,DHA Defence,Houses
797,52098360,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14328.0,DHA 9 Town,Punjab,DHA Defence,Houses
798,52099595,Lahore,4.0,5.0,6.0,1.0,3.0,1.0,7.98, For Sale,"DHA Defence, Lahore, Punjab, ",Moderately Old,5445.0,14656.0,DHA Phase 4,Punjab,DHA Defence,Houses
799,52100958,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14601.0,DHA Phase 6,Punjab,DHA Defence,Houses
800,51889333,,,2.0,2.0,0.0,1.0,0.0,0.78, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,817.0,9547.0,Palm Villas ,Punjab,Jubilee Town,
801,51889529,,,2.0,2.0,0.0,1.0,1.0,0.78, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,817.0,9547.0,Palm Villas ,Punjab,Jubilee Town,
802,51991618,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,8.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,16162.0,DHA Phase 8,Punjab,DHA Defence,Houses
803,51997991,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,13.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,23875.0,DHA Phase 6,Punjab,DHA Defence,Houses
804,52014024,Lahore,1.0,3.0,4.0,0.0,2.0,2.0,3.2, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,23512.0,DHA 9 Town,Punjab,DHA Defence,Houses
805,52085414,Lahore,3.0,5.0,6.0,0.0,0.0,0.0,5.1, For Sale,"State Life Housing Society, Lahore, Punjab, ",Under Construction,3267.0,15611.0,State Life Housing Society,Punjab,State Life Housing Society,Houses
807,52112493,Lahore,3.0,5.0,6.0,2.0,2.0,1.0,6.1, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,11203.0,Bahria Town,Punjab,Bahria Town,Houses
808,51498633,Lahore,4.0,5.0,6.0,2.0,3.0,0.0,6.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12764.0,DHA Phase 7,Punjab,DHA Defence,Houses
810,51457282,Lahore,,5.0,6.0,1.0,2.0,1.0,1.7, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12491.0,Al Ahmad,Punjab,GT Road,Houses
811,51524436,Lahore,,5.0,6.0,1.0,2.0,1.0,4.5, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,2722.0,16532.0,Bismillah Housing Scheme,Punjab,GT Road,Houses
812,52065403,Lahore,,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.0,Al Ahmad,Punjab,GT Road,Houses
813,52065450,Lahore,,5.0,6.0,1.0,2.0,0.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.0,Al Ahmad,Punjab,GT Road,Houses
814,52116628,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.3, For Sale,"OPF Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,15797.0,OPF Housing Scheme,Punjab,OPF Housing Scheme,Houses
815,51737461,Lahore,2.0,3.0,4.0,1.0,1.0,1.0,1.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13887.0,DHA 9 Town,Punjab,DHA Defence,Houses
816,51736923,Lahore,2.0,3.0,4.0,1.0,1.0,1.0,1.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13593.0,DHA 9 Town,Punjab,DHA Defence,Houses
817,51921483,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,11.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,21763.0,DHA Phase 6 ,Punjab,DHA Defence,Houses
818,51848520,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,11478.0,DHA Phase 7 ,Punjab,DHA Defence,Houses
820,52069590,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14328.0,DHA 9 Town,Punjab,DHA Defence,Houses
821,52100269,Lahore,,3.0,4.0,1.0,2.0,2.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,14328.0,DHA 9 Town,Punjab,DHA Defence,Houses
822,52113058,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,11938.0,DHA Phase 7,Punjab,DHA Defence,Houses
823,52100533,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,1.68, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,12344.0,Park View City ,Punjab,Park View City,Houses
824,52017726,Lahore,,4.0,5.0,1.0,3.0,1.0,2.2, For Sale,"Pak Arab Housing Society, Lahore, Punjab, ",Undefined,1361.0,16165.0,Pak Arab Housing Society Phase 1,Punjab,Pak Arab Housing Society,Houses
825,52112467,Lahore,,5.0,6.0,0.0,0.0,0.0,9.0, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,16529.0,DHA Phase 6,Punjab,DHA Defence,Houses
826,51857266,Lahore,2.0,3.0,2.0,1.0,2.0,1.0,1.64, For Sale,"Raiwind Road, Lahore, Punjab, ",Old Property,1361.0,12050.0,Lake City ,Punjab,Raiwind Road,Houses
827,51514736,Lahore,3.0,4.0,5.0,1.0,2.0,2.0,3.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,14658.0,DHA Phase 8 ,Punjab,DHA Defence,Houses
828,52115258,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,1.25, For Sale,"Jubilee Town, Lahore, Punjab, ",New Property,1361.0,9184.0,Jubilee Town ,Punjab,Jubilee Town,Houses
829,52077262,Lahore,,3.0,4.0,1.0,2.0,2.0,0.78, For Sale,"GT Road, Lahore, Punjab, ",New Property,817.0,9547.0,Bismillah Housing Scheme,Punjab,GT Road,Houses
830,52076547,Lahore,1.0,2.0,2.0,0.0,1.0,0.0,0.88, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1089.0,8081.0,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
831,52092421,Lahore,,3.0,3.0,1.0,2.0,0.0,0.95, For Sale,"GT Road, Lahore, Punjab, ",Under Construction,817.0,11628.0,Bismillah Housing Scheme,Punjab,GT Road,Houses
832,50936606,Lahore,1.0,5.0,5.0,0.0,2.0,1.0,2.0, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,14695.0,Jubilee Town ,Punjab,Jubilee Town,Houses
833,50936609,Lahore,1.0,5.0,5.0,0.0,2.0,1.0,2.1, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,15430.0,Jubilee Town ,Punjab,Jubilee Town,Houses
835,51930890,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,3.9, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,14328.0,LDA Avenue,Punjab,LDA Avenue,Houses
836,51930891,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,4.0, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,14695.0,LDA Avenue,Punjab,LDA Avenue,Houses
837,52068842,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,3.75, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,2722.0,13777.0,Jubilee Town,Punjab,Jubilee Town,Houses
838,52116656,Lahore,,0.0,0.0,0.0,0.0,0.0,3.3, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2178.0,15152.0,Bahria Town ,Punjab,Bahria Town,Houses
840,51965333,Lahore,,5.0,6.0,2.0,2.0,1.0,8.9, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,16345.0,DHA Phase 6,Punjab,DHA Defence,Houses
841,52025426,Lahore,1.0,3.0,4.0,1.0,2.0,2.0,2.6, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,19104.0,DHA 9 Town,Punjab,DHA Defence,Houses
842,52032011,Lahore,4.0,6.0,8.0,2.0,3.0,3.0,15.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,27548.0,DHA Phase 6,Punjab,DHA Defence,Houses
843,52032066,Lahore,,5.0,6.0,2.0,2.0,2.0,36.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,10890.0,33058.0,DHA Phase 6,Punjab,DHA Defence,Houses
844,51493861,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,8.39, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15409.0,DHA Phase 6,Punjab,DHA Defence,Houses
845,51248431,Lahore,,5.0,5.0,2.0,3.0,1.0,6.58, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12084.0,DHA Phase 7,Punjab,DHA Defence,Houses
