City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Age Possession,area,colony,province,property Type,price
2.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,39.0,0.0,1.0,4.5
2.0,2.0,4.0,6.0,1.0,2.0,1.0,3.0,1824.0,121.0,0.0,1.0,1.65
2.0,1.0,5.0,7.0,1.0,2.0,1.0,3.0,1906.0,40.0,0.0,1.0,2.95
2.0,1.0,4.0,4.0,1.0,0.0,0.0,3.0,1906.0,40.0,0.0,1.0,1.6
2.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,1361.0,148.0,0.0,1.0,1.65
2.0,2.0,5.0,5.0,1.0,2.0,1.0,4.0,2722.0,29.0,0.0,1.0,5.5
2.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,4900.0,32.0,0.0,1.0,5.9
2.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,1906.0,40.0,0.0,1.0,2.1
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,22.0,0.0,1.0,4.3
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,3267.0,40.0,0.0,1.0,4.25
2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,1634.0,3.0,0.0,1.0,1.65
2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,40.0,0.0,1.0,3.6
2.0,2.0,5.0,7.0,1.0,2.0,2.0,3.0,5445.0,34.0,0.0,1.0,11.7
2.0,2.0,5.0,6.0,1.0,2.0,2.0,3.0,1906.0,40.0,0.0,1.0,2.7
2.0,1.0,3.0,3.0,0.0,2.0,0.0,4.0,1361.0,40.0,0.0,1.0,2.5
2.0,3.0,5.0,6.0,1.0,2.0,1.0,5.0,5445.0,33.0,0.0,1.0,16.8
2.0,2.0,5.0,6.0,1.0,2.0,2.0,3.0,2722.0,39.0,0.0,1.0,2.9
2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,1906.0,40.0,0.0,1.0,2.25
2.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,1361.0,40.0,0.0,1.0,1.65
2.0,2.0,5.0,7.0,0.0,2.0,0.0,3.0,2722.0,38.0,0.0,1.0,4.9
2.0,3.0,5.0,7.0,1.0,2.0,0.0,3.0,2722.0,22.0,0.0,1.0,5.9
2.0,2.0,5.0,6.0,1.0,2.0,2.0,3.0,1906.0,40.0,0.0,1.0,2.1
2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3866.0,16.0,0.0,1.0,4.2
2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1634.0,4.0,0.0,1.0,1.6
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,40.0,0.0,1.0,4.75
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,3267.0,40.0,0.0,1.0,4.95
2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,790.0,28.0,0.0,0.0,0.85
2.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1361.0,40.0,0.0,1.0,1.55
2.0,3.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,22.0,0.0,1.0,6.75
2.0,3.0,5.0,7.0,2.0,2.0,1.0,3.0,5445.0,39.0,0.0,1.0,7.55
2.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,1634.0,40.0,0.0,1.0,1.6
2.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,1361.0,40.0,0.0,1.0,1.7
2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,980.0,23.0,0.0,0.0,1.4
2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,40.0,0.0,1.0,2.85
2.0,3.0,5.0,7.0,1.0,2.0,0.0,5.0,5445.0,22.0,0.0,1.0,15.0
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,22.0,0.0,1.0,5.9
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,33.0,0.0,1.0,18.0
2.0,5.0,5.0,6.0,1.0,2.0,2.0,3.0,2722.0,40.0,0.0,1.0,4.95
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,40.0,0.0,1.0,4.75
2.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,40.0,0.0,1.0,3.7
2.0,1.0,3.0,4.0,1.0,2.0,0.0,3.0,1361.0,39.0,0.0,1.0,1.85
2.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,1361.0,40.0,0.0,1.0,1.65
2.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,40.0,0.0,1.0,1.5
2.0,5.0,5.0,7.0,1.0,1.0,2.0,3.0,1525.0,93.0,0.0,1.0,1.55
2.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,817.0,38.0,0.0,0.0,0.5
2.0,1.0,5.0,7.0,1.0,2.0,1.0,3.0,1906.0,40.0,0.0,1.0,2.65
2.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,1906.0,40.0,0.0,1.0,2.85
2.0,2.0,5.0,7.0,1.0,2.0,1.0,3.0,2722.0,39.0,0.0,1.0,3.5
1.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,71.0,0.0,1.0,7.5
1.0,4.0,5.0,6.0,2.0,3.0,3.0,3.0,6534.0,71.0,0.0,1.0,7.95
1.0,1.0,3.0,4.0,0.0,2.0,1.0,4.0,1361.0,142.0,0.0,1.0,2.05
1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.9
1.0,4.0,5.0,6.0,2.0,3.0,2.0,5.0,5445.0,72.0,0.0,1.0,6.75
1.0,3.0,5.0,7.0,1.0,2.0,2.0,3.0,2722.0,32.0,0.0,1.0,2.97
1.0,2.0,5.0,6.0,2.0,2.0,2.0,5.0,2722.0,69.0,0.0,1.0,5.99
1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2722.0,12.0,0.0,1.0,3.85
1.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,5445.0,68.0,0.0,1.0,8.15
1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,6615.0,165.0,0.0,1.0,2.1
1.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,1361.0,82.0,0.0,1.0,2.55
1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1361.0,142.0,0.0,1.0,1.45
1.0,3.0,5.0,7.0,1.0,2.0,2.0,3.0,5445.0,32.0,0.0,1.0,5.18
1.0,3.0,5.0,7.0,1.0,2.0,2.0,3.0,2722.0,32.0,0.0,1.0,2.95
1.0,2.0,5.0,6.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,2.19
1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,5445.0,73.0,0.0,1.0,6.31
1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1361.0,5.0,0.0,1.0,1.59
1.0,1.0,5.0,5.0,1.0,2.0,0.0,3.0,2042.0,43.0,0.0,1.0,3.3
1.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,1361.0,141.0,0.0,1.0,2.25
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,6534.0,71.0,0.0,1.0,7.45
1.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,1361.0,83.0,0.0,1.0,2.35
1.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,1361.0,103.0,0.0,1.0,1.8
1.0,4.0,6.0,6.0,2.0,3.0,1.0,3.0,6534.0,73.0,0.0,1.0,7.25
1.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,32.0,0.0,1.0,2.88
1.0,4.0,5.0,6.0,2.0,3.0,2.0,5.0,5990.0,70.0,0.0,1.0,8.5
1.0,3.0,5.0,5.0,1.0,2.0,2.0,2.0,2722.0,141.0,0.0,1.0,3.3
1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,5445.0,67.0,0.0,1.0,8.5
1.0,3.0,5.0,7.0,2.0,2.0,2.0,3.0,5445.0,32.0,0.0,1.0,5.0
1.0,4.0,6.0,7.0,2.0,3.0,1.0,3.0,5445.0,70.0,0.0,1.0,8.25
1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,10890.0,71.0,0.0,1.0,11.75
1.0,1.0,3.0,4.0,0.0,1.0,1.0,3.0,1906.0,50.0,0.0,1.0,2.35
1.0,1.0,3.0,4.0,2.0,1.0,0.0,3.0,1361.0,50.0,0.0,1.0,1.6
1.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,6534.0,70.0,0.0,1.0,7.85
1.0,2.0,5.0,6.0,1.0,1.0,1.0,3.0,4084.0,12.0,0.0,1.0,7.95
1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1198.0,172.0,0.0,0.0,3.0
1.0,2.0,5.0,6.0,2.0,2.0,2.0,0.0,5445.0,62.0,0.0,1.0,6.5
1.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,73.0,0.0,1.0,6.4
1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,5445.0,71.0,0.0,1.0,7.95
1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,5445.0,71.0,0.0,1.0,8.25
1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2722.0,13.0,0.0,1.0,4.8
1.0,1.0,5.0,6.0,1.0,2.0,1.0,5.0,1361.0,7.0,0.0,1.0,1.95
1.0,4.0,5.0,7.0,2.0,2.0,2.0,3.0,5445.0,65.0,0.0,1.0,17.0
1.0,4.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,168.0,0.0,1.0,8.25
1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1361.0,32.0,0.0,1.0,1.75
1.0,6.0,5.0,6.0,2.0,2.0,2.0,0.0,10890.0,63.0,0.0,1.0,15.0
1.0,6.0,5.0,6.0,1.0,2.0,2.0,0.0,10890.0,65.0,0.0,1.0,10.0
1.0,4.0,5.0,6.0,2.0,2.0,2.0,1.0,5445.0,63.0,0.0,1.0,6.75
1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.74
1.0,2.0,5.0,4.0,3.0,2.0,1.0,3.0,5445.0,70.0,0.0,1.0,13.5
1.0,4.0,5.0,6.0,2.0,2.0,2.0,5.0,5445.0,70.0,0.0,1.0,7.5
1.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,73.0,0.0,1.0,6.45
1.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5445.0,71.0,0.0,1.0,5.85
1.0,2.0,6.0,7.0,1.0,2.0,2.0,3.0,5445.0,166.0,0.0,1.0,5.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3812.0,80.0,0.0,1.0,5.45
1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1361.0,142.0,0.0,1.0,2.0
1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1361.0,142.0,0.0,1.0,1.75
1.0,4.0,4.0,5.0,0.0,2.0,0.0,3.0,2722.0,72.0,0.0,1.0,4.65
1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1361.0,141.0,0.0,1.0,1.72
1.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,141.0,0.0,1.0,2.35
1.0,2.0,5.0,6.0,0.0,0.0,0.0,3.0,2995.0,13.0,0.0,1.0,6.0
1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1361.0,142.0,0.0,1.0,2.05
1.0,3.0,5.0,6.0,2.0,2.0,2.0,3.0,2178.0,119.0,0.0,1.0,2.5
1.0,2.0,5.0,5.0,1.0,2.0,0.0,3.0,2913.0,51.0,0.0,1.0,3.55
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,72.0,0.0,1.0,6.38
1.0,5.0,8.0,9.0,2.0,2.0,2.0,1.0,10890.0,168.0,0.0,1.0,11.0
1.0,3.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,168.0,0.0,1.0,7.75
1.0,6.0,7.0,8.0,2.0,2.0,2.0,3.0,10890.0,168.0,0.0,1.0,16.25
1.0,4.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,168.0,0.0,1.0,8.7
1.0,1.0,5.0,6.0,1.0,3.0,1.0,3.0,1361.0,168.0,0.0,1.0,2.7
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,71.0,0.0,1.0,11.0
1.0,1.0,3.0,4.0,3.0,2.0,1.0,3.0,1634.0,140.0,0.0,1.0,2.3
1.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,2722.0,10.0,0.0,1.0,3.86
1.0,3.0,5.0,7.0,1.0,2.0,1.0,3.0,2722.0,32.0,0.0,1.0,2.86
1.0,5.0,7.0,8.0,2.0,2.0,2.0,3.0,10890.0,168.0,0.0,1.0,16.75
1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,599.0,32.0,0.0,0.0,0.65
1.0,4.0,6.0,7.0,1.0,2.0,0.0,3.0,5445.0,67.0,0.0,1.0,18.0
1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,2995.0,70.0,0.0,1.0,4.49
1.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,2722.0,68.0,0.0,1.0,6.75
1.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,72.0,0.0,1.0,8.7
1.0,2.0,6.0,7.0,1.0,2.0,2.0,3.0,2722.0,171.0,0.0,1.0,4.5
1.0,3.0,6.0,7.0,1.0,2.0,2.0,3.0,2722.0,123.0,0.0,1.0,3.75
1.0,4.0,5.0,6.0,2.0,0.0,0.0,3.0,5445.0,72.0,0.0,1.0,6.15
1.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1280.0,160.0,0.0,0.0,1.6
1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,1361.0,72.0,0.0,1.0,2.8
1.0,1.0,6.0,6.0,0.0,2.0,1.0,3.0,1361.0,97.0,0.0,1.0,2.3
1.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0,1361.0,27.0,0.0,1.0,1.5
1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,1361.0,60.0,0.0,1.0,1.89
1.0,4.0,5.0,6.0,2.0,3.0,1.0,3.0,10890.0,71.0,0.0,1.0,15.75
1.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,5445.0,73.0,0.0,1.0,4.65
1.0,6.0,6.0,6.0,3.0,3.0,2.0,3.0,10890.0,70.0,0.0,1.0,15.9
1.0,6.0,5.0,5.0,2.0,2.0,2.0,3.0,5445.0,104.0,0.0,1.0,5.5
1.0,1.0,5.0,6.0,0.0,2.0,1.0,5.0,1361.0,108.0,0.0,1.0,3.45
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,68.0,0.0,1.0,9.7
1.0,4.0,6.0,7.0,2.0,3.0,2.0,4.0,5445.0,71.0,0.0,1.0,16.0
1.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,2722.0,50.0,0.0,1.0,3.8
1.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1361.0,56.0,0.0,1.0,2.0
1.0,4.0,5.0,6.0,2.0,3.0,1.0,1.0,5445.0,70.0,0.0,1.0,8.15
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,73.0,0.0,1.0,6.75
1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,5445.0,71.0,0.0,1.0,7.45
1.0,2.0,3.0,4.0,1.0,2.0,1.0,5.0,1361.0,56.0,0.0,1.0,2.75
1.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,1361.0,142.0,0.0,1.0,1.95
1.0,3.0,5.0,6.0,2.0,2.0,2.0,3.0,3267.0,32.0,0.0,1.0,5.5
1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,817.0,91.0,0.0,0.0,1.62
1.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,2722.0,75.0,0.0,1.0,4.25
1.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,5445.0,70.0,0.0,1.0,7.7
1.0,5.0,5.0,5.0,0.0,2.0,0.0,3.0,10890.0,32.0,0.0,1.0,13.0
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,66.0,0.0,1.0,7.25
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,5445.0,64.0,0.0,1.0,7.9
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,74.0,0.0,1.0,4.4
1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1361.0,141.0,0.0,1.0,1.9
1.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,1361.0,59.0,0.0,1.0,2.1
1.0,4.0,6.0,7.0,1.0,2.0,2.0,3.0,5445.0,168.0,0.0,1.0,8.25
1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,2722.0,72.0,0.0,1.0,3.25
1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,2722.0,71.0,0.0,1.0,4.99
1.0,2.0,6.0,7.0,1.0,2.0,2.0,3.0,2722.0,2.0,0.0,1.0,4.6
1.0,1.0,5.0,6.0,1.0,2.0,1.0,3.0,1361.0,5.0,0.0,1.0,1.65
1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,2.15
1.0,4.0,5.0,5.0,0.0,2.0,0.0,3.0,5445.0,72.0,0.0,1.0,6.2
1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.95
1.0,4.0,5.0,6.0,1.0,3.0,1.0,0.0,5445.0,66.0,0.0,1.0,7.98
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,70.0,0.0,1.0,7.95
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,74.0,0.0,1.0,8.8
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,70.0,0.0,1.0,13.0
1.0,1.0,3.0,4.0,0.0,2.0,2.0,5.0,1361.0,59.0,0.0,1.0,3.2
1.0,3.0,5.0,6.0,0.0,0.0,0.0,5.0,3267.0,164.0,0.0,1.0,5.1
1.0,3.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,31.0,0.0,1.0,6.1
1.0,4.0,5.0,6.0,2.0,3.0,0.0,3.0,5445.0,72.0,0.0,1.0,6.95
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,133.0,0.0,1.0,4.3
1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.89
1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.85
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,71.0,0.0,1.0,11.85
1.0,4.0,5.0,6.0,2.0,3.0,2.0,3.0,6534.0,73.0,0.0,1.0,7.5
1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.95
1.0,4.0,5.0,6.0,2.0,2.0,2.0,5.0,5445.0,72.0,0.0,1.0,6.5
1.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,1361.0,142.0,0.0,1.0,1.68
1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1361.0,116.0,0.0,1.0,1.64
1.0,3.0,4.0,5.0,1.0,2.0,2.0,3.0,2722.0,75.0,0.0,1.0,3.99
1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1361.0,110.0,0.0,1.0,1.25
1.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1089.0,7.0,0.0,1.0,0.88
1.0,1.0,5.0,5.0,0.0,2.0,1.0,3.0,1361.0,110.0,0.0,1.0,2.0
1.0,1.0,5.0,5.0,0.0,2.0,1.0,3.0,1361.0,110.0,0.0,1.0,2.1
1.0,2.0,6.0,6.0,1.0,2.0,1.0,3.0,2722.0,113.0,0.0,1.0,3.9
1.0,2.0,6.0,6.0,1.0,2.0,1.0,3.0,2722.0,113.0,0.0,1.0,4.0
1.0,2.0,6.0,7.0,1.0,2.0,1.0,3.0,2722.0,109.0,0.0,1.0,3.75
1.0,1.0,3.0,4.0,1.0,2.0,2.0,5.0,1361.0,59.0,0.0,1.0,2.6
1.0,4.0,6.0,8.0,2.0,3.0,3.0,5.0,5445.0,70.0,0.0,1.0,15.0
1.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,70.0,0.0,1.0,8.39
1.0,1.0,3.0,3.0,0.0,1.0,1.0,5.0,2722.0,51.0,0.0,1.0,3.25
1.0,4.0,6.0,7.0,1.0,3.0,1.0,3.0,5445.0,113.0,0.0,1.0,5.9
1.0,2.0,6.0,7.0,1.0,2.0,1.0,3.0,2722.0,113.0,0.0,1.0,2.75
1.0,2.0,6.0,7.0,1.0,2.0,1.0,3.0,2722.0,113.0,0.0,1.0,3.55
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,114.0,0.0,1.0,4.2
1.0,2.0,5.0,5.0,1.0,2.0,1.0,3.0,2722.0,114.0,0.0,1.0,3.2
1.0,2.0,5.0,5.0,1.0,2.0,1.0,3.0,2722.0,114.0,0.0,1.0,3.4
1.0,1.0,3.0,4.0,0.0,2.0,2.0,5.0,1361.0,60.0,0.0,1.0,3.0
1.0,2.0,5.0,6.0,1.0,2.0,1.0,3.0,2722.0,51.0,0.0,1.0,3.05
1.0,2.0,5.0,6.0,1.0,2.0,1.0,4.0,2722.0,110.0,0.0,1.0,4.0
1.0,2.0,6.0,6.0,1.0,2.0,1.0,3.0,2722.0,110.0,0.0,1.0,3.5
1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,817.0,20.0,0.0,1.0,0.85
1.0,2.0,4.0,5.0,0.0,0.0,0.0,3.0,2722.0,1.0,0.0,1.0,3.85
1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,817.0,7.0,0.0,1.0,1.15
1.0,2.0,6.0,7.0,1.0,3.0,1.0,3.0,2722.0,113.0,0.0,1.0,3.8
1.0,1.0,6.0,6.0,1.0,3.0,1.0,3.0,1634.0,81.0,0.0,1.0,2.9
1.0,2.0,6.0,7.0,1.0,2.0,1.0,3.0,2722.0,106.0,0.0,1.0,4.3
1.0,4.0,6.0,7.0,1.0,2.0,1.0,3.0,5445.0,106.0,0.0,1.0,6.9
1.0,4.0,5.0,5.0,2.0,2.0,1.0,3.0,5445.0,70.0,0.0,1.0,8.9
1.0,4.0,5.0,6.0,2.0,3.0,3.0,5.0,5445.0,68.0,0.0,1.0,8.85
1.0,4.0,5.0,6.0,2.0,3.0,0.0,3.0,5445.0,73.0,0.0,1.0,7.3
1.0,3.0,6.0,6.0,0.0,2.0,0.0,5.0,2722.0,116.0,0.0,1.0,5.0
1.0,1.0,3.0,4.0,1.0,2.0,1.0,5.0,817.0,6.0,0.0,1.0,0.8
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,544.0,46.0,0.0,0.0,0.65
1.0,1.0,3.0,4.0,2.0,2.0,1.0,3.0,817.0,7.0,0.0,1.0,1.02
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,71.0,0.0,1.0,7.89
1.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0,1361.0,59.0,0.0,1.0,2.25
1.0,4.0,5.0,6.0,2.0,3.0,1.0,3.0,5445.0,72.0,0.0,1.0,7.4
1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,817.0,5.0,0.0,1.0,1.25
1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,139.0,0.0,1.0,2.0
1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,1361.0,139.0,0.0,1.0,1.9
1.0,1.0,5.0,6.0,1.0,2.0,1.0,5.0,1361.0,5.0,0.0,1.0,1.65
1.0,2.0,6.0,7.0,0.0,2.0,0.0,4.0,5445.0,144.0,0.0,1.0,6.25
1.0,4.0,7.0,8.0,1.0,2.0,1.0,0.0,4356.0,137.0,0.0,1.0,6.0
1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1361.0,60.0,0.0,1.0,1.95
1.0,4.0,5.0,6.0,2.0,2.0,0.0,3.0,5445.0,73.0,0.0,1.0,6.35
1.0,2.0,4.0,4.0,1.0,2.0,1.0,4.0,2722.0,70.0,0.0,1.0,7.5
1.0,2.0,3.0,4.0,11.0,2.0,1.0,3.0,1361.0,57.0,0.0,1.0,2.3
1.0,4.0,6.0,7.0,2.0,2.0,2.0,3.0,5445.0,68.0,0.0,1.0,9.0
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,72.0,0.0,1.0,5.7
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,69.0,0.0,1.0,7.95
1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,5445.0,73.0,0.0,1.0,6.45
1.0,3.0,4.0,4.0,0.0,1.0,1.0,1.0,2722.0,14.0,0.0,1.0,4.1
1.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5445.0,73.0,0.0,1.0,6.98
1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,1361.0,59.0,0.0,1.0,1.85
1.0,2.0,4.0,5.0,1.0,0.0,1.0,4.0,2722.0,140.0,0.0,1.0,4.5
1.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,5445.0,72.0,0.0,1.0,7.05
1.0,4.0,5.0,6.0,2.0,3.0,1.0,3.0,5445.0,73.0,0.0,1.0,6.5
1.0,4.0,6.0,7.0,2.0,3.0,1.0,3.0,10890.0,73.0,0.0,1.0,12.75
1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,1361.0,57.0,0.0,1.0,2.3
1.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,5445.0,70.0,0.0,1.0,8.5
1.0,1.0,3.0,4.0,0.0,2.0,1.0,3.0,1361.0,57.0,0.0,1.0,2.4
1.0,4.0,5.0,6.0,2.0,3.0,2.0,5.0,5445.0,72.0,0.0,1.0,6.25
1.0,2.0,4.0,4.0,0.0,1.0,1.0,1.0,3267.0,14.0,0.0,1.0,3.1
1.0,4.0,5.0,6.0,2.0,2.0,2.0,5.0,5445.0,73.0,0.0,1.0,6.5
1.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,72.0,0.0,1.0,7.8
1.0,1.0,3.0,4.0,0.0,2.0,0.0,3.0,1361.0,58.0,0.0,1.0,1.55
1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1361.0,59.0,0.0,1.0,1.85
1.0,5.0,5.0,6.0,2.0,2.0,0.0,3.0,5445.0,72.0,0.0,1.0,7.25
1.0,5.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,64.0,0.0,1.0,6.35
1.0,4.0,5.0,6.0,2.0,3.0,2.0,5.0,5445.0,70.0,0.0,1.0,7.5
1.0,3.0,6.0,7.0,1.0,2.0,1.0,5.0,2722.0,137.0,0.0,1.0,4.4
1.0,4.0,5.0,6.0,2.0,3.0,1.0,3.0,5445.0,64.0,0.0,1.0,6.5
1.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,1361.0,142.0,0.0,1.0,2.1
1.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5445.0,70.0,0.0,1.0,8.0
1.0,2.0,3.0,7.0,1.0,2.0,1.0,5.0,1361.0,32.0,0.0,1.0,1.75
1.0,1.0,5.0,8.0,1.0,3.0,1.0,5.0,1361.0,108.0,0.0,1.0,3.25
1.0,4.0,6.0,7.0,2.0,0.0,1.0,1.0,10890.0,170.0,0.0,1.0,9.79
