Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type,area_room_ratio
247,45769309,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20206.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,544.4
248,46568835,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,5.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18920.0,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses,544.4
249,48395473,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,10.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,19284.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,1089.0
250,49388905,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,13.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,23875.0,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses,1089.0
251,51638390,Rawalpindi,1.0,1.0,1.0,1.0,1.0,1.0,6.0, For Sale,"Askari 14, Rawalpindi, Punjab, ",Undefined,2722.0,22043.0,Askari 14,Punjab,Askari 14,Houses,2722.0
252,52005356,Rawalpindi,3.0,4.0,6.0,1.0,1.0,1.0,3.0, For Sale,"Askari 14, Rawalpindi, Punjab, ",Moderately Old,6534.0,4591.0,Askari 14,Punjab,Askari 14,Houses,1633.5
253,51994406,Rawalpindi,2.0,4.0,6.0,1.0,2.0,1.0,3.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14511.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,680.5
255,51724730,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,2.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14690.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
256,51724554,Rawalpindi,2.0,5.0,5.0,1.0,2.0,2.0,2.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14428.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
257,51968795,Rawalpindi,2.0,2.0,2.0,0.0,1.0,0.0,1.47, For Sale,"Janjua Town, Rawalpindi, Punjab, ",Relatively New,1361.0,10801.0,Janjua Town,Punjab,Janjua Town,Houses,680.5
258,51352172,Rawalpindi,1.0,4.0,4.0,1.0,1.0,1.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,16532.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,340.25
260,51993827,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,16532.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,272.2
264,52091460,Rawalpindi,3.0,4.0,5.0,0.0,1.0,0.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,11756.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,680.5
267,46234055,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,9.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,17080.0,Bahria Town Phase 5,Punjab,Bahria Town Rawalpindi,Houses,1089.0
268,51275216,Rawalpindi,3.0,5.0,6.0,6.0,2.0,1.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,33058.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,1089.0
269,48991877,Rawalpindi,4.0,7.0,7.0,1.0,2.0,1.0,10.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,19100.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,777.8571428571429
270,52080372,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,6.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,24982.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,544.4
271,49622469,Rawalpindi,4.0,5.0,6.0,1.0,2.0,1.0,5.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4356.0,13315.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,871.2
272,52074767,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,6.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,24982.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,544.4
278,51711535,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,16532.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
279,51615593,Rawalpindi,4.0,5.0,5.0,1.0,2.0,0.0,5.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,15824.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,707.8
280,47904227,Rawalpindi,3.0,6.0,6.0,1.0,1.0,1.0,9.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,18182.0,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses,907.5
283,51523095,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20206.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,544.4
286,52086370,Rawalpindi,1.0,2.0,2.0,0.0,1.0,0.0,1.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1361.0,8450.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,680.5
287,51997405,Rawalpindi,4.0,5.0,6.0,3.0,2.0,1.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1933.0,9571.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Upper,386.6
290,51470893,Rawalpindi,1.0,3.0,4.0,1.0,1.0,0.0,2.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
291,45421858,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,3.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13593.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
292,43542179,Rawalpindi,5.0,5.0,0.0,0.0,2.0,0.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,14166.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
293,52072686,Rawalpindi,3.0,5.0,5.0,1.0,2.0,2.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,4084.0,11019.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,816.8
294,52046942,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,1.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,13226.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
295,52046914,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,1.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12491.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
296,52058820,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,5.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,19287.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,544.4
303,51611642,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,5.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4900.0,10714.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,980.0
304,51595199,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15062.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
306,51205006,Rawalpindi,1.0,2.0,2.0,1.0,1.0,0.0,0.64, For Sale,"Range Road, Rawalpindi, Punjab, ",Relatively New,544.0,11765.0,Range Road,Punjab,Range Road,Houses,272.0
307,51432314,Rawalpindi,2.0,6.0,6.0,1.0,2.0,0.0,5.5, For Sale,"Range Road, Rawalpindi, Punjab, ",Relatively New,3294.0,16697.0,Range Road,Punjab,Range Road,Houses,549.0
308,49607472,Rawalpindi,1.0,4.0,5.0,1.0,1.0,1.0,1.6, For Sale,"Misryal Road, Rawalpindi, Punjab, ",Relatively New,1634.0,9792.0,New Westridge,Punjab,Misryal Road,Houses,408.5
309,49056310,Rawalpindi,1.0,4.0,5.0,1.0,2.0,1.0,1.85, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13593.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
312,52108714,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,3.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2995.0,11686.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,599.0
313,52108690,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12123.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
314,49675006,Rawalpindi,3.0,5.0,7.0,1.0,2.0,1.0,2.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,11542.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,381.2
315,49615257,Rawalpindi,1.0,5.0,7.0,1.0,2.0,1.0,2.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13116.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
316,49223180,Rawalpindi,3.0,3.0,3.0,0.0,1.0,1.0,4.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14695.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses,907.3333333333334
318,50538717,Rawalpindi,3.0,6.0,6.0,1.0,2.0,1.0,6.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4084.0,15059.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,680.6666666666666
320,51962452,Rawalpindi,6.0,6.0,7.0,1.0,3.0,2.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,9801.0,18365.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,1633.5
321,51970885,Rawalpindi,4.0,5.0,6.0,1.0,3.0,1.0,16.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,30854.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,1089.0
323,51981515,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,9.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,16529.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,1089.0
326,51974906,Rawalpindi,1.0,4.0,4.0,1.0,0.0,1.0,9.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,5445.0,16529.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,1361.25
327,51981512,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,10.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,19100.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,1089.0
328,52108553,Rawalpindi,3.0,5.0,5.0,1.0,2.0,2.0,4.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14695.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
329,48246948,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,2722.0,13777.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,544.4
330,52102051,Rawalpindi,1.0,4.0,4.0,1.0,2.0,1.0,1.85, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13593.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
332,51969461,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,5.0, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",Undefined,3267.0,15305.0,Gulraiz Housing Scheme,Punjab,Gulraiz Housing Scheme,Houses,1089.0
333,51707555,Rawalpindi,4.0,2.0,2.0,1.0,1.0,2.0,0.62, For Sale,"Samarzar Housing Society, Rawalpindi, Punjab, ",Relatively New,817.0,7589.0,Samarzar Housing Society,Punjab,Samarzar Housing Society,Houses,408.5
337,52108665,Rawalpindi,1.0,4.0,5.0,0.0,2.0,1.0,1.4, For Sale,"Munawar Colony, Rawalpindi, Punjab, ",New Property,1089.0,12856.0,Munawar Colony,Punjab,Munawar Colony,Houses,272.25
338,51896056,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,2.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14690.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
339,51875096,Rawalpindi,3.0,4.0,5.0,1.0,1.0,0.0,4.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,12150.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,884.75
340,51825015,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,11572.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
341,51761211,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,2.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14690.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
343,52042120,Rawalpindi,1.0,5.0,5.0,1.0,1.0,1.0,2.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12067.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
344,52041911,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12592.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
345,52041812,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,11805.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
346,52042035,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,11542.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
352,49684657,Rawalpindi,2.0,3.0,5.0,1.0,2.0,0.0,5.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20573.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,907.3333333333334
354,47453112,Rawalpindi,2.0,5.0,5.0,1.0,1.0,1.0,3.5, For Sale,"Askari 13, Rawalpindi, Punjab, ",Moderately Old,2722.0,12858.0,Askari 13,Punjab,Askari 13,Houses,544.4
355,51790580,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,13774.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,653.4
356,51790423,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,5.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20573.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
357,51767573,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,16532.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
358,51766748,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,5.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,21675.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
361,49164897,Rawalpindi,4.0,7.0,7.0,1.0,2.0,1.0,11.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,20202.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,777.8571428571429
362,52067373,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18001.0,Bahria Town Phase 6,Punjab,Bahria Town Rawalpindi,Houses,544.4
366,52030563,Rawalpindi,6.0,5.0,7.0,1.0,2.0,1.0,1.9, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",New Property,1634.0,11628.0,Gulraiz Housing Society Phase 2,Punjab,Gulraiz Housing Scheme,Houses,326.8
369,52035087,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1906.0,16789.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
370,51556271,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,6.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,22961.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,544.4
371,51038037,Rawalpindi,2.0,1.0,1.0,0.0,1.0,1.0,0.54, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,653.0,8270.0,C Junction Commercial,Punjab,Bahria Town Rawalpindi,Flats,653.0
372,51058036,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12854.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
373,50799734,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,5.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,19838.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
374,51766559,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12491.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
375,51760077,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,17314.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
376,51759957,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15981.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
377,51750760,Rawalpindi,1.0,4.0,4.0,1.0,2.0,1.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14166.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,476.5
378,51750350,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,3.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,17051.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
379,51738761,Rawalpindi,2.0,5.0,5.0,1.0,1.0,1.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
380,52004402,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12329.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
381,51960297,Rawalpindi,3.0,6.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,11756.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
384,51860444,Rawalpindi,2.0,7.0,7.0,1.0,3.0,2.0,3.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,18101.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,272.2857142857143
385,51859898,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2586.0,14888.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,517.2
386,52036812,Rawalpindi,3.0,5.0,6.0,1.0,2.0,2.0,9.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,17906.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,1089.0
387,52079211,Rawalpindi,4.0,7.0,8.0,2.0,3.0,0.0,1.7, For Sale,"High Court Road, Rawalpindi, Punjab, ",Relatively New,1361.0,12491.0,High Court Road,Punjab,High Court Road,Houses,194.42857142857142
388,50429455,Rawalpindi,1.0,3.0,4.0,1.0,2.0,1.0,1.36, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,9993.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,453.6666666666667
389,51321232,Rawalpindi,3.0,4.0,6.0,1.0,2.0,1.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Moderately Old,1361.0,12123.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
390,52093168,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,20206.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
391,52076158,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,11.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,21488.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,1089.0
392,48498267,Rawalpindi,2.0,7.0,7.0,0.0,2.0,1.0,2.7, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,12397.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,311.14285714285717
393,48497951,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.0, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
394,50663971,Rawalpindi,2.0,3.0,4.0,0.0,1.0,0.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,10098.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,544.6666666666666
395,50946698,Rawalpindi,1.0,3.0,3.0,1.0,1.0,1.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1089.0,11019.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,363.0
396,51738525,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,12998.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses,707.8
397,51724949,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
398,51724182,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14144.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
404,51159003,Rawalpindi,2.0,4.0,5.0,1.0,2.0,1.0,2.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,17748.0,Airport Housing Society,Punjab,Airport Housing Society,Houses,408.5
406,51882418,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,3.4, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,12491.0,Gulshan Abad Sector 2,Punjab,Gulshan Abad,Houses,680.5
407,51659631,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,19150.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
408,51992202,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1906.0,19150.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
411,50946603,Rawalpindi,2.0,3.0,3.0,0.0,1.0,0.0,1.5, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,11021.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,453.6666666666667
413,50945460,Rawalpindi,2.0,4.0,4.0,2.0,2.0,1.0,1.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13960.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
415,50945181,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.0, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
