Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type,area_room_ratio
599,52003911,Lahore,3.0,5.0,6.0,1.0,2.0,1.0,1.8, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,13226.0,Imperial Garden Homes,Punjab,Paragon City,Houses,272.2
605,52093491,Lahore,4.0,6.0,6.0,2.0,3.0,1.0,7.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,11096.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
607,48929677,Lahore,3.0,5.0,6.0,1.0,2.0,1.0,2.88, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,10580.0,Bahria Town ,Punjab,Bahria Town,Houses,544.4
610,52115132,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,8.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5990.0,14190.0,DHA Phase 6,Punjab,DHA Defence,Houses,1198.0
611,50698605,Lahore,3.0,5.0,5.0,1.0,2.0,2.0,3.3, For Sale,"Park View City, Lahore, Punjab, ",Old Property,2722.0,12123.0,Park View City,Punjab,Park View City,Houses,544.4
615,52034638,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,8.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15611.0,DHA Phase 4 ,Punjab,DHA Defence,Houses,1815.0
616,52020555,Lahore,3.0,5.0,7.0,2.0,2.0,2.0,5.0, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,9183.0,Bahria Town ,Punjab,Bahria Town,Houses,1089.0
617,52016238,Lahore,4.0,6.0,7.0,2.0,3.0,1.0,8.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15152.0,DHA Phase 6,Punjab,DHA Defence,Houses,907.5
618,51721543,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,11.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,10790.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,2178.0
619,51784184,Lahore,1.0,3.0,4.0,0.0,1.0,1.0,2.35, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,1906.0,12329.0,Central Park ,Punjab,Central Park Housing Scheme,Houses,635.3333333333334
620,52075684,Lahore,1.0,3.0,4.0,2.0,1.0,0.0,1.6, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,1361.0,11756.0,Central Park ,Punjab,Central Park Housing Scheme,Houses,453.6666666666667
626,48361226,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,12014.0,DHA Phase 6,Punjab,DHA Defence,Houses,1306.8
627,51973053,Lahore,2.0,5.0,6.0,1.0,1.0,1.0,7.95, For Sale,"Askari, Lahore, Punjab, ",Relatively New,4084.0,19466.0,Askari 10,Punjab,Askari,Houses,816.8
630,48910121,Lahore,2.0,2.0,2.0,1.0,1.0,2.0,3.0, For Sale,"Gulberg, Lahore, Punjab, ",Relatively New,1198.0,25042.0,Zafar Al Ahmadi Road,Punjab,Gulberg,Flats,599.0
634,49287520,Lahore,2.0,5.0,6.0,2.0,2.0,2.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Moderately Old,5445.0,11938.0,DHA Phase 1 ,Punjab,DHA Defence,Houses,1089.0
635,52116382,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,6.4, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11754.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
636,52017042,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,7.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14601.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
637,52017065,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,8.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15152.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
638,52116356,Lahore,1.0,5.0,5.0,1.0,1.0,1.0,4.8, For Sale,"Askari, Lahore, Punjab, ",New Property,2722.0,17634.0,Askari 10 ,Punjab,Askari,Houses,544.4
639,52116354,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,1.95, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Under Construction,1361.0,14328.0,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses,272.2
640,52101666,Lahore,4.0,5.0,7.0,2.0,2.0,2.0,17.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,31221.0,DHA Phase 3 ,Punjab,DHA Defence,Houses,1089.0
645,52083424,Lahore,4.0,5.0,6.0,1.0,2.0,1.0,8.25, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,15152.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1089.0
650,48528461,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,1.75, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,1361.0,12858.0,Bahria Town ,Punjab,Bahria Town,Houses,453.6666666666667
652,51309638,Lahore,6.0,5.0,6.0,2.0,2.0,2.0,15.0, For Sale,"DHA Defence, Lahore, Punjab, ",Moderately Old,10890.0,13774.0,DHA Phase 2 ,Punjab,DHA Defence,Houses,2178.0
653,51655471,Lahore,6.0,5.0,6.0,1.0,2.0,2.0,10.0, For Sale,"DHA Defence, Lahore, Punjab, ",Moderately Old,10890.0,9183.0,DHA Phase 3 ,Punjab,DHA Defence,Houses,2178.0
654,51263565,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.75, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,5445.0,12397.0,DHA Phase 2 ,Punjab,DHA Defence,Houses,1089.0
659,52025710,Lahore,2.0,3.0,2.0,1.0,1.0,1.0,1.74, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,12785.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
660,52069797,Lahore,2.0,5.0,4.0,3.0,2.0,1.0,13.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,24793.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
662,52113353,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,13774.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
663,52115848,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,6.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11846.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
664,51670722,Lahore,4.0,3.0,4.0,2.0,2.0,2.0,5.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,10744.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1815.0
667,52054379,Lahore,2.0,6.0,7.0,1.0,2.0,2.0,5.5, For Sale,"Township, Lahore, Punjab, ",Relatively New,5445.0,10101.0,Township ,Punjab,Township,Houses,907.5
669,51404565,Lahore,1.0,1.0,1.0,1.0,1.0,1.0,5.45, For Sale,"Divine Gardens, Lahore, Punjab, ",Relatively New,3812.0,14297.0,Divine Gardens,Punjab,Divine Gardens,Houses,3812.0
670,50068499,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,2.0, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,14695.0,Park View City ,Punjab,Park View City,Houses,340.25
671,50068352,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,1.75, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,12858.0,Park View City ,Punjab,Park View City,Houses,340.25
672,52084153,Lahore,4.0,4.0,5.0,0.0,2.0,0.0,4.65, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,17083.0,DHA Phase 7,Punjab,DHA Defence,Houses,680.5
673,51205119,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,1.72, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,12638.0,Park View City,Punjab,Park View City,Houses,340.25
674,50841626,Lahore,3.0,5.0,6.0,1.0,2.0,1.0,2.35, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,2722.0,8633.0,Park View City,Punjab,Park View City,Houses,544.4
675,52092632,Lahore,2.0,5.0,6.0,0.0,0.0,0.0,6.0, For Sale,"Askari, Lahore, Punjab, ",Relatively New,2995.0,20033.0,Askari 10 ,Punjab,Askari,Houses,599.0
676,50302451,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,2.05, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,15062.0,Park View City ,Punjab,Park View City,Houses,340.25
677,49925991,Lahore,3.0,5.0,6.0,2.0,2.0,2.0,2.5, For Sale,"Military Accounts Housing Society, Lahore, Punjab, ",Relatively New,2178.0,11478.0,Military Accounts Housing Society,Punjab,Military Accounts Housing Society,Houses,435.6
679,51989417,Lahore,2.0,5.0,5.0,1.0,2.0,0.0,3.55, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2913.0,12187.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses,582.6
681,51831044,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.38, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11717.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
683,52006199,Lahore,5.0,8.0,9.0,2.0,2.0,2.0,11.0, For Sale,"Valencia Housing Society, Lahore, Punjab, ",New Property,10890.0,10101.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1361.25
684,51107902,Lahore,3.0,5.0,6.0,1.0,2.0,1.0,7.75, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,14233.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1089.0
685,51151064,Lahore,6.0,7.0,8.0,2.0,2.0,2.0,16.25, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,10890.0,14922.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1555.7142857142858
686,51253309,Lahore,4.0,5.0,6.0,1.0,2.0,1.0,8.7, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,15978.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1089.0
687,45966666,Lahore,1.0,5.0,6.0,1.0,3.0,1.0,2.7, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,1361.0,19838.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,272.2
688,52058098,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,11.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,20202.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
694,51178108,Lahore,1.0,3.0,4.0,3.0,2.0,1.0,2.3, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1634.0,14076.0,Paragon City ,Punjab,Paragon City,Houses,544.6666666666666
696,50812357,Lahore,2.0,5.0,5.0,1.0,1.0,1.0,3.86, For Sale,"Architects Engineers Housing Society, Lahore, Punjab, ",Relatively New,2722.0,14181.0,Architects Engineers Housing Society,Punjab,Architects Engineers Housing Society,Houses,544.4
699,51594498,Lahore,3.0,5.0,7.0,1.0,2.0,1.0,2.86, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,10507.0,Bahria Town ,Punjab,Bahria Town,Houses,544.4
707,47863447,Lahore,5.0,7.0,8.0,2.0,2.0,2.0,16.75, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,10890.0,15381.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,1555.7142857142858
709,49303863,Lahore,2.0,1.0,1.0,1.0,1.0,1.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,599.0,10851.0,Bahria Town ,Punjab,Bahria Town,Flats,599.0
711,52088888,Lahore,4.0,6.0,7.0,1.0,2.0,0.0,18.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,33058.0,DHA Phase 4 ,Punjab,DHA Defence,Houses,907.5
712,51808957,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,4.49, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2995.0,14992.0,DHA Phase 6,Punjab,DHA Defence,Houses,748.75
713,51706578,Lahore,3.0,4.0,5.0,1.0,2.0,2.0,6.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,24798.0,DHA Phase 5,Punjab,DHA Defence,Houses,680.5
718,52116562,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,8.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15978.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
721,50130752,Lahore,2.0,6.0,7.0,1.0,2.0,2.0,4.5, For Sale,"Wapda Town, Lahore, Punjab, ",Relatively New,2722.0,16532.0,Wapda Town Phase 1,Punjab,Wapda Town,Houses,453.6666666666667
722,50130818,Lahore,3.0,6.0,7.0,1.0,2.0,2.0,3.75, For Sale,Nasheman,Relatively New,2722.0,13777.0,Nasheman,Punjab,Nasheman,Houses,453.6666666666667
725,51252856,Lahore,4.0,5.0,6.0,2.0,0.0,0.0,6.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11295.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
727,52000966,Lahore,1.0,2.0,2.0,0.0,1.0,0.0,1.6, For Sale,"Shah Jamal, Lahore, Punjab, ",Relatively New,1280.0,12500.0,Shah Jamal,Punjab,Shah Jamal,Flats,640.0
728,51991002,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,2.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,20573.0,DHA Phase 7,Punjab,DHA Defence,Houses,453.6666666666667
731,52010156,Lahore,1.0,6.0,6.0,0.0,2.0,1.0,2.3, For Sale,Gulshan,Relatively New,1361.0,16899.0,Gulshan,Punjab,Gulshan,Houses,226.83333333333334
732,49656374,Lahore,1.0,3.0,5.0,1.0,2.0,1.0,1.5, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,11021.0,Bahria Orchard Phase 2,Punjab,Bahria Orchard,Houses,453.6666666666667
733,51249207,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,1.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13887.0,DHA 9 Town ,Punjab,DHA Defence,Houses,340.25
734,50755769,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,15.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,14463.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,2178.0
736,50727213,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,4.65, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,8540.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
739,50948636,Lahore,6.0,6.0,6.0,3.0,3.0,2.0,15.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,14601.0,DHA Phase 6,Punjab,DHA Defence,Houses,1815.0
740,52023909,Lahore,6.0,5.0,5.0,2.0,2.0,2.0,5.5, For Sale,"Inmol Society, Lahore, Punjab, ",Relatively New,5445.0,10101.0,Inmol Employees Society ,Punjab,Inmol Society,Houses,1089.0
741,52069037,Lahore,1.0,5.0,6.0,0.0,2.0,1.0,3.45, For Sale,"Johar Town, Lahore, Punjab, ",Under Construction,1361.0,25349.0,Johar Town Phase 2,Punjab,Johar Town,Houses,272.2
749,52013459,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,9.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,17815.0,DHA Phase 5,Punjab,DHA Defence,Houses,1089.0
755,52102734,Lahore,4.0,6.0,7.0,2.0,3.0,2.0,16.0, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,29385.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,907.5
756,52032619,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,3.8, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",New Property,2722.0,13960.0,Central Park ,Punjab,Central Park Housing Scheme,Houses,544.4
757,51939875,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.0, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,14695.0,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
760,49420369,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,8.15, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,5445.0,14968.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
761,50783513,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12397.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
767,51622418,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,7.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13682.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
768,52114122,Lahore,2.0,3.0,4.0,1.0,2.0,1.0,2.75, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Under Construction,1361.0,20206.0,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar,Houses,453.6666666666667
769,52011802,Lahore,1.0,4.0,5.0,1.0,2.0,1.0,1.95, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,14328.0,Park View City ,Punjab,Park View City,Houses,340.25
773,51984835,Lahore,3.0,5.0,6.0,2.0,2.0,2.0,5.5, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,3267.0,16835.0,Bahria Town ,Punjab,Bahria Town,Houses,653.4
774,51406596,Lahore,1.0,1.0,1.0,1.0,1.0,0.0,1.62, For Sale,"Gulberg, Lahore, Punjab, ",Relatively New,817.0,19829.0,Gulberg 3 ,Punjab,Gulberg,Flats,817.0
775,51619484,Lahore,2.0,4.0,5.0,1.0,2.0,1.0,4.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,15614.0,DHA Phase 8 ,Punjab,DHA Defence,Houses,680.5
776,48361013,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14141.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
778,50422729,Lahore,5.0,5.0,5.0,0.0,2.0,0.0,13.0, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,10890.0,11938.0,Bahria Town ,Punjab,Bahria Town,Houses,2178.0
779,52016922,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13315.0,DHA Phase 4,Punjab,DHA Defence,Houses,1089.0
780,52016909,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14509.0,DHA Phase 3,Punjab,DHA Defence,Houses,1089.0
781,52016635,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.4, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,16165.0,DHA Phase 8,Punjab,DHA Defence,Houses,544.4
782,52033690,Lahore,1.0,1.0,1.0,2.0,1.0,2.0,1.9, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,13960.0,Park View City,Punjab,Park View City,Houses,1361.0
787,52113214,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.1, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,15430.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
788,45688509,Lahore,4.0,6.0,7.0,1.0,2.0,2.0,8.25, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,15152.0,Valencia Housing Society,Punjab,Valencia Housing Society,Houses,907.5
789,51821847,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,3.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,11940.0,DHA Phase 7,Punjab,DHA Defence,Houses,680.5
790,52013863,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,4.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,18332.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,680.5
792,50725944,Lahore,2.0,6.0,7.0,1.0,2.0,2.0,4.6, For Sale,"Airline Housing Society, Lahore, Punjab, ",Relatively New,2722.0,16899.0,Airline Housing Society,Punjab,Airline Housing Society,Houses,453.6666666666667
794,51469306,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.0,Al Ahmad,Punjab,GT Road,Houses,272.2
795,52098314,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,2.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,15797.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
796,52098357,Lahore,4.0,5.0,5.0,0.0,2.0,0.0,6.2, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11387.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
797,52098360,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14328.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
798,52099595,Lahore,4.0,5.0,6.0,1.0,3.0,1.0,7.98, For Sale,"DHA Defence, Lahore, Punjab, ",Moderately Old,5445.0,14656.0,DHA Phase 4,Punjab,DHA Defence,Houses,1089.0
799,52100958,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14601.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
802,51991618,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,8.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,16162.0,DHA Phase 8,Punjab,DHA Defence,Houses,1089.0
803,51997991,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,13.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,23875.0,DHA Phase 6,Punjab,DHA Defence,Houses,1089.0
804,52014024,Lahore,1.0,3.0,4.0,0.0,2.0,2.0,3.2, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,23512.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
805,52085414,Lahore,3.0,5.0,6.0,0.0,0.0,0.0,5.1, For Sale,"State Life Housing Society, Lahore, Punjab, ",Under Construction,3267.0,15611.0,State Life Housing Society,Punjab,State Life Housing Society,Houses,653.4
807,52112493,Lahore,3.0,5.0,6.0,2.0,2.0,1.0,6.1, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,11203.0,Bahria Town,Punjab,Bahria Town,Houses,1089.0
808,51498633,Lahore,4.0,5.0,6.0,2.0,3.0,0.0,6.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12764.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
814,52116628,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.3, For Sale,"OPF Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,15797.0,OPF Housing Scheme,Punjab,OPF Housing Scheme,Houses,544.4
815,51737461,Lahore,2.0,3.0,4.0,1.0,1.0,1.0,1.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13887.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
816,51736923,Lahore,2.0,3.0,4.0,1.0,1.0,1.0,1.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13593.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
817,51921483,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,11.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,21763.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
818,51848520,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,11478.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1306.8
820,52069590,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14328.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
822,52113058,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,11938.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
823,52100533,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,1.68, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,12344.0,Park View City ,Punjab,Park View City,Houses,340.25
826,51857266,Lahore,2.0,3.0,2.0,1.0,2.0,1.0,1.64, For Sale,"Raiwind Road, Lahore, Punjab, ",Old Property,1361.0,12050.0,Lake City ,Punjab,Raiwind Road,Houses,453.6666666666667
827,51514736,Lahore,3.0,4.0,5.0,1.0,2.0,2.0,3.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,14658.0,DHA Phase 8 ,Punjab,DHA Defence,Houses,680.5
828,52115258,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,1.25, For Sale,"Jubilee Town, Lahore, Punjab, ",New Property,1361.0,9184.0,Jubilee Town ,Punjab,Jubilee Town,Houses,453.6666666666667
830,52076547,Lahore,1.0,2.0,2.0,0.0,1.0,0.0,0.88, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1089.0,8081.0,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses,544.5
832,50936606,Lahore,1.0,5.0,5.0,0.0,2.0,1.0,2.0, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,14695.0,Jubilee Town ,Punjab,Jubilee Town,Houses,272.2
833,50936609,Lahore,1.0,5.0,5.0,0.0,2.0,1.0,2.1, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,15430.0,Jubilee Town ,Punjab,Jubilee Town,Houses,272.2
835,51930890,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,3.9, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,14328.0,LDA Avenue,Punjab,LDA Avenue,Houses,453.6666666666667
836,51930891,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,4.0, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,14695.0,LDA Avenue,Punjab,LDA Avenue,Houses,453.6666666666667
837,52068842,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,3.75, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,2722.0,13777.0,Jubilee Town,Punjab,Jubilee Town,Houses,453.6666666666667
841,52025426,Lahore,1.0,3.0,4.0,1.0,2.0,2.0,2.6, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,19104.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
