House Number,City,House Type,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society
51665203,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,15613.52,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
48256782,Rawalpindi,Rawalpindi Houses,1.0,2.0,3.0,1.0,1.0,1.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,8817.05,Airport Housing Society,Punjab,Airport Housing Society
49887112,Rawalpindi,Rawalpindi Houses,4.0,7.0,6.0,1.0,2.0,1.0,2.5, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,11478.42,Airport Housing Society,Punjab,Airport Housing Society
47304990,Rawalpindi,Rawalpindi Houses,3.0,7.0,8.0,2.0,1.0,2.0,0.76, For Sale,"Samarzar Housing Society, Rawalpindi, Punjab, ",New Property,1089.0,6978.88,Samarzar Housing Society,Punjab,Samarzar Housing Society
51856097,Rawalpindi,Rawalpindi Houses,,,,,,,0.78, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1634.0,4773.56,Adiala Road,Punjab,Adiala Road
51912080,Rawalpindi,Rawalpindi Houses,,,,,,,0.95, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,6980.16,Snober City,Punjab,Adiala Road
51951254,Rawalpindi,Rawalpindi Houses,,,,,,,1.14, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,8376.19,Adiala Road,Punjab,Adiala Road
51990022,Rawalpindi,Rawalpindi Houses,,,,,,,0.7, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1089.0,6427.92,Adiala Road,Punjab,Adiala Road
48279907,Rawalpindi,Rawalpindi Houses,,3.0,3.0,1.0,2.0,1.0,0.62, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,953.0,6505.77,Adiala Road,Punjab,Adiala Road
48538345,Rawalpindi,Rawalpindi Houses,,,,,,,1.45, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,10653.93,Adiala Road,Punjab,Adiala Road
49516670,Rawalpindi,Rawalpindi Houses,,5.0,6.0,2.0,3.0,2.0,1.28, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,4702.42,Gulshan Abad,Punjab,Gulshan Abad
49307119,Rawalpindi,Rawalpindi Houses,,,,,,,9.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,16988.06,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi
52002409,Rawalpindi,Rawalpindi Houses,,,,,,,17.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,32139.58,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
52091401,Rawalpindi,Rawalpindi Houses,4.0,7.0,8.0,1.0,3.0,1.0,14.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,26446.28,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi
52094689,Rawalpindi,Rawalpindi Houses,,,,,,,8.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,15610.65,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51881632,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,1.0,4.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4900.0,8775.51,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52094125,Rawalpindi,Rawalpindi Houses,1.0,2.0,3.0,0.0,1.0,0.0,1.03, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Under Construction,1361.0,7567.96,Snober City,Punjab,Adiala Road
45256816,,,1.0,3.0,3.0,1.0,1.0,0.0,3.15, For Sale,"Askari 14, Rawalpindi, Punjab, ",New Property,2722.0,11572.37,Askari 14,Punjab,Askari 14
52021422,Rawalpindi,Rawalpindi Houses,3.0,5.0,7.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15613.52,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51428102,Rawalpindi,Rawalpindi Houses,,,,,,,0.6, For Sale,"Samarzar Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,4408.52,Samarzar Housing Society,Punjab,Samarzar Housing Society
50284140,Rawalpindi,Rawalpindi Houses,2.0,2.0,2.0,0.0,1.0,0.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1361.0,16531.96,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51279544,Rawalpindi,Rawalpindi Houses,,6.0,6.0,0.0,2.0,0.0,3.25, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,11939.75,Gulshan Abad,Punjab,Gulshan Abad
49318909,Rawalpindi,Rawalpindi Houses,,8.0,10.0,2.0,2.0,1.0,5.25, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Undefined,5445.0,9641.87,Gulshan Abad,Punjab,Gulshan Abad
50209078,Rawalpindi,Rawalpindi Houses,1.0,4.0,4.0,1.0,2.0,1.0,2.1, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,12851.9,Airport Housing Society,Punjab,Airport Housing Society
51302721,Rawalpindi,Rawalpindi Houses,3.0,5.0,6.0,1.0,2.0,1.0,2.5, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,11478.42,Airport Housing Society,Punjab,Airport Housing Society
51301674,Rawalpindi,Rawalpindi Houses,1.0,4.0,6.0,1.0,2.0,1.0,1.7, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,12490.82,Airport Housing Society,Punjab,Airport Housing Society
51302811,Rawalpindi,Rawalpindi Houses,2.0,6.0,6.0,1.0,2.0,1.0,3.85, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,17676.77,Airport Housing Society,Punjab,Airport Housing Society
51508937,Rawalpindi,Rawalpindi Houses,3.0,8.0,8.0,1.0,3.0,1.0,9.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,16528.93,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi
43845099,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,1.0,1.0,12.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,22038.57,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi
52110160,,,,,,,,,1.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,871.0,16647.53,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110158,,,,1.0,1.0,0.0,1.0,0.0,1.89, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1143.0,16535.43,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110157,,,,1.0,1.0,0.0,1.0,0.0,1.92, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1116.0,17204.3,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110156,,,,1.0,1.0,0.0,1.0,0.0,3.33, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2015.0,16526.05,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110141,,,,1.0,1.0,0.0,1.0,0.0,1.89, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1143.0,16535.43,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110140,,,,1.0,1.0,0.0,1.0,0.0,1.92, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1116.0,17204.3,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52059126,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,2.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13641.13,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51426258,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,9.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,17079.89,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi
52052433,Rawalpindi,Rawalpindi Houses,,0.0,0.0,0.0,0.0,0.0,11.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,21028.47,Bahria Town Phase 1,Punjab,Bahria Town Rawalpindi
52082021,Rawalpindi,Rawalpindi Houses,3.0,6.0,6.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13776.63,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52077251,Rawalpindi,Rawalpindi Houses,8.0,,,,,,8.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,15886.13,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51602358,Rawalpindi,Rawalpindi Houses,,3.0,4.0,0.0,1.0,0.0,2.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,18368.85,Bahria Town Rawalpindi,Punjab,Bahria Town Rawalpindi
51777455,Rawalpindi,Rawalpindi Houses,,3.0,4.0,1.0,1.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,1361.0,12123.44,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51634543,Rawalpindi,Rawalpindi Houses,2.0,3.0,3.0,1.0,1.0,1.0,1.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12490.82,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52045159,Rawalpindi,Rawalpindi Houses,,4.0,5.0,1.0,2.0,0.0,1.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,12858.19,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52001444,Rawalpindi,Rawalpindi Houses,2.0,3.0,4.0,1.0,2.0,1.0,2.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1361.0,15429.83,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51279523,Rawalpindi,Rawalpindi Houses,,6.0,6.0,0.0,2.0,2.0,3.4, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,12490.82,Gulshan Abad Sector 2,Punjab,Gulshan Abad
51295940,Rawalpindi,Rawalpindi Houses,2.0,6.0,6.0,0.0,2.0,1.0,2.75, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,10102.87,Gulshan Abad Sector 1,Punjab,Gulshan Abad
51704923,Rawalpindi,Rawalpindi Houses,1.0,4.0,4.0,1.0,2.0,1.0,0.75, For Sale,"Islamabad Highway, Rawalpindi, Punjab, ",Undefined,544.0,13786.76,Wakeel Colony,Punjab,Islamabad Highway
52037446,Rawalpindi,Rawalpindi Houses,,3.0,4.0,0.0,0.0,0.0,0.98, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1089.0,8999.08,Snober City,Punjab,Adiala Road
52103294,Rawalpindi,Rawalpindi Houses,3.0,3.0,3.0,2.0,2.0,1.0,0.95, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1089.0,8723.6,Snober City,Punjab,Adiala Road
52110139,,,,1.0,1.0,0.0,1.0,0.0,3.33, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2015.0,16526.05,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110127,,,,,,,,,1.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,871.0,16647.53,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110122,,,,1.0,1.0,0.0,1.0,0.0,1.89, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1143.0,16535.43,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110120,,,,1.0,1.0,0.0,1.0,0.0,1.92, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1116.0,17204.3,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110119,,,,1.0,1.0,0.0,1.0,0.0,3.33, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2015.0,16526.05,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110103,,,,,,,,,1.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,871.0,16647.53,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110101,,,,1.0,1.0,0.0,1.0,0.0,1.89, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1143.0,16535.43,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52110099,,,,1.0,1.0,0.0,1.0,0.0,1.92, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1116.0,17204.3,Bahria Paradise,Punjab,Bahria Town Rawalpindi
52103070,Rawalpindi,Rawalpindi Houses,3.0,5.0,6.0,1.0,2.0,1.0,10.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,19283.75,Bahria Greens ,Punjab,Bahria Town Rawalpindi
51682921,Rawalpindi,Rawalpindi Houses,3.0,5.0,6.0,1.0,2.0,2.0,5.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,19287.29,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
52078963,Rawalpindi,Rawalpindi Houses,2.0,,,,,,6.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,24981.63,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi
51351115,Rawalpindi,Rawalpindi Houses,,4.0,5.0,1.0,2.0,0.0,1.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,13960.32,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52107528,Rawalpindi,Rawalpindi Houses,1.0,4.0,4.0,1.0,1.0,0.0,1.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1361.0,13960.32,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52107625,Rawalpindi,Rawalpindi Houses,1.0,3.0,4.0,0.0,2.0,0.0,10.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,5445.0,18365.47,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
52107538,Rawalpindi,Rawalpindi Houses,2.0,3.0,4.0,1.0,2.0,2.0,1.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12490.82,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52101100,Rawalpindi,Rawalpindi Houses,,5.0,7.0,1.0,2.0,0.0,8.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,16437.1,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
51352466,Rawalpindi,Rawalpindi Houses,,4.0,6.0,0.0,2.0,0.0,1.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Undefined,1361.0,13960.32,Airport Housing Society ,Punjab,Airport Housing Society
51614310,Rawalpindi,Rawalpindi Houses,,5.0,5.0,0.0,2.0,0.0,2.7, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,9919.18,Gulshan Abad Sector 2,Punjab,Gulshan Abad
52091874,Rawalpindi,Rawalpindi Houses,3.0,5.0,6.0,0.0,2.0,0.0,3.29, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,12086.7,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51875976,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,0.0,2.0,0.0,2.6, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,2178.0,11937.56,Snober City,Punjab,Adiala Road
51116208,Rawalpindi,Rawalpindi Houses,1.0,4.0,4.0,1.0,2.0,1.0,1.25, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,9184.42,Snober City,Punjab,Adiala Road
51554173,Rawalpindi,Rawalpindi Houses,3.0,2.0,2.0,2.0,1.0,1.0,1.05, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,7714.92,Snober City,Punjab,Adiala Road
51875275,Rawalpindi,Rawalpindi Houses,1.0,3.0,3.0,1.0,1.0,1.0,1.2, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1089.0,11019.28,Snober City,Punjab,Adiala Road
52009345,Rawalpindi,Rawalpindi Houses,2.0,3.0,3.0,0.0,0.0,0.0,1.4, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,10286.55,Snober City,Punjab,Adiala Road
52110098,,,,1.0,1.0,0.0,1.0,0.0,3.33, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2015.0,16526.05,Bahria Paradise,Punjab,Bahria Town Rawalpindi
51921711,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,1.0,2.0,0.0,3.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,14511.39,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
49860339,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20205.73,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
51016022,Rawalpindi,Rawalpindi Houses,1.0,2.0,3.0,0.0,1.0,2.0,7.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,5445.0,13498.62,Bahria Town Phase 6,Punjab,Bahria Town Rawalpindi
50932043,Rawalpindi,Rawalpindi Houses,,1.0,3.0,0.0,1.0,0.0,11.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21854.91,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
50932062,Rawalpindi,Rawalpindi Houses,,,,,,,11.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,21671.26,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
50274631,Rawalpindi,Rawalpindi Houses,,9.0,10.0,1.0,3.0,1.0,7.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,13774.1,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
51539057,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,1.0,3.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2968.0,10950.13,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51979652,Rawalpindi,Rawalpindi Houses,3.0,8.0,9.0,2.0,3.0,1.0,6.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,5445.0,11937.56,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51979780,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,1.0,2.0,1.0,5.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4356.0,13200.18,Bahria Greens ,Punjab,Bahria Town Rawalpindi
51989142,Rawalpindi,Rawalpindi Houses,3.0,5.0,6.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,13776.63,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi
51991047,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15613.52,Bahria Greens ,Punjab,Bahria Town Rawalpindi
51532223,Rawalpindi,Rawalpindi Houses,2.0,4.0,5.0,1.0,2.0,1.0,1.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13960.32,Airport Housing Society ,Punjab,Airport Housing Society
51615446,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,0.0,0.0,2.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,12329.49,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51996589,Rawalpindi,Rawalpindi Houses,2.0,3.0,4.0,1.0,1.0,1.0,1.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,11756.06,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52101279,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,17838.41,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51162053,Rawalpindi,Rawalpindi Houses,1.0,2.0,3.0,1.0,1.0,1.0,1.05, For Sale,"Islamabad Highway, Rawalpindi, Punjab, ",Undefined,1361.0,7714.92,Wakeel Colony,Punjab,Islamabad Highway
51987605,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,5.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18919.91,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi
51978028,,,,1.0,1.0,0.0,1.0,0.0,0.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,871.0,10907.0,Bahria Town ,Punjab,Bahria Town Rawalpindi
51666735,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Old Property,2722.0,13409.26,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51666161,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,1.0,4.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,4356.0,9182.74,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51641865,Rawalpindi,Rawalpindi Houses,,4.0,5.0,0.0,1.0,0.0,1.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,12490.82,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
50825035,Rawalpindi,Rawalpindi Houses,,7.0,8.0,0.0,2.0,0.0,6.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4900.0,13469.39,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
50805018,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3185.0,14128.73,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51672453,Rawalpindi,Rawalpindi Houses,1.0,5.0,6.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,14144.01,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51950125,,,1.0,2.0,2.0,0.0,1.0,0.0,0.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1443.0,5544.01,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51077336,Rawalpindi,Rawalpindi Houses,1.0,3.0,4.0,1.0,1.0,1.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2178.0,8494.03,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
51615216,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,2.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,1906.0,11017.84,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51615271,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,1.0,0.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,11804.83,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51611499,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,0.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,14165.79,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52017842,Rawalpindi,Rawalpindi Houses,1.0,8.0,10.0,1.0,3.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12854.14,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52034096,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,1.0,2.0,1.0,4.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17450.4,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52018174,Rawalpindi,Rawalpindi Houses,1.0,8.0,10.0,1.0,3.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12854.14,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52002062,Rawalpindi,Rawalpindi Houses,1.0,4.0,2.0,1.0,1.0,1.0,4.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,2722.0,15797.21,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi
52089115,Rawalpindi,Rawalpindi Houses,,5.0,6.0,1.0,2.0,1.0,4.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15429.83,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52008587,Rawalpindi,Rawalpindi Houses,,4.0,3.0,1.0,2.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12123.44,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
52008853,Rawalpindi,Rawalpindi Houses,,5.0,5.0,1.0,2.0,1.0,2.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,11542.5,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi
51551755,,,1.0,3.0,3.0,1.0,1.0,1.0,2.45, For Sale,"Askari 14, Rawalpindi, Punjab, ",Undefined,2722.0,9000.73,Askari 14,Punjab,Askari 14
52102284,Rawalpindi,Rawalpindi Houses,2.0,5.0,6.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2450.0,17346.94,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi
52098298,Rawalpindi,Rawalpindi Houses,1.0,3.0,4.0,1.0,1.0,0.0,2.7, For Sale,Punjab Government Servant Housing Foundation,Relatively New,2722.0,9919.18,Punjab Government Servant Housing Foundation (PGSHF),Punjab,Punjab Government Servant Housing Foundation
48270210,Rawalpindi,Rawalpindi Houses,,2.0,1.0,0.0,1.0,0.0,1.53, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,11241.73,Snober City,Punjab,Adiala Road
